district_id,Category_Velocity,Estimated_Total_Retail_Universe,Velocity_per_Retail_Outlet,Category_Velocity_Score,district_id_normalized,Audience_Signal,Demand_Signal,District_ID,Mean_Distribution_Gap,Valid_Audit_Cycles
DST_0186,1866452.4507604167,9500,196.4686790274123,0.38823529411764707,DST_0186,0.08235294117647059,0.23529411764705882,DST_0186,0.4475037635148766,24
DST_0187,301131.66706166667,8157,36.9169629841445,0.07352941176470588,DST_0187,0.3941176470588235,0.2338235294117647,DST_0187,0.5673917522485404,24
DST_0188,13315843.693494165,7428,1792.6553168408946,0.9705882352941176,DST_0188,0.23039215686274508,0.6004901960784313,DST_0188,0.6632379270980094,24
DST_0189,1281676.2731004166,5724,223.91269620901758,0.6088235294117647,DST_0189,0.12352941176470589,0.36617647058823527,DST_0189,0.4434434338259455,24
DST_0190,982941.3049625,4932,199.29872363392133,0.4117647058823529,DST_0190,0.24019607843137256,0.32598039215686275,DST_0190,0.42692564038012476,24
DST_0191,2072251.1418383333,6576,315.12334881969787,0.8411764705882353,DST_0191,0.1725490196078431,0.5068627450980392,DST_0191,0.4713848311008438,24
DST_0192,3665698.5422333335,5533,662.5155507379963,0.95,DST_0192,0.9392156862745097,0.9446078431372549,DST_0192,0.9246012898315672,24
DST_0193,1212607.1386416669,6159,196.88376987200306,0.3941176470588235,DST_0193,0.18039215686274512,0.2872549019607843,DST_0193,0.4118481001766447,24
DST_0194,1628686.6311833335,7672,212.28970687999654,0.5264705882352941,DST_0194,0.3450980392156863,0.4357843137254902,DST_0194,0.4351245370376141,23
DST_0195,816829.5174116666,3972,205.6469077068647,0.4823529411764706,DST_0195,0.40882352941176464,0.4455882352941176,DST_0195,0.40929302362865094,24
DST_0196,851362.6576295834,4562,186.62048610907132,0.3058823529411765,DST_0196,0.3519607843137254,0.3289215686274509,DST_0196,0.47043721989450077,24
DST_0197,613285.6227166667,2485,246.79501920187792,0.7058823529411765,DST_0197,0.30196078431372547,0.503921568627451,DST_0197,0.46572297015965836,24
DST_0198,52293.591349166665,299,174.89495434503903,0.24705882352941178,DST_0198,0.29901960784313725,0.27303921568627454,DST_0198,0.45818060962581386,24
DST_0199,65550.90977208334,1568,41.805427150563354,0.13529411764705881,DST_0199,0.49215686274509807,0.3137254901960784,DST_0199,0.5886310341716888,24
DST_0200,568918.7629566666,2649,214.7673699345665,0.5411764705882353,DST_0200,0.7529411764705882,0.6470588235294117,DST_0200,0.44720554114819433,24
DST_0201,535729.98465,2910,184.09965108247422,0.29411764705882354,DST_0201,0.538235294117647,0.41617647058823526,DST_0201,0.4262817492120187,23
DST_0202,336169.53283041663,1669,201.4197320733473,0.45294117647058824,DST_0202,0.24705882352941178,0.35,DST_0202,0.5008247551195951,24
DST_0203,80124.38731666666,3439,23.29874594843462,0.008823529411764706,DST_0203,0.02156862745098039,0.015196078431372547,DST_0203,0.11748156958644286,19
DST_0204,580425.5526183334,3280,176.95900994461383,0.25588235294117645,DST_0204,0.2450980392156863,0.25049019607843137,DST_0204,0.37730315487073157,24
DST_0205,63975.830102500004,2877,22.236993431525896,0.0029411764705882353,DST_0205,0.016666666666666666,0.00980392156862745,DST_0205,0.13053102561862884,18
DST_0206,37547.67585,1052,35.69170708174905,0.058823529411764705,DST_0206,0.5490196078431372,0.30392156862745096,DST_0206,0.5969785654510403,24
DST_0207,4938821.9500216665,8675,569.3166512993275,0.9382352941176471,DST_0207,0.7666666666666666,0.8524509803921568,DST_0207,0.38004499655947543,24
DST_0208,1876219.86566,5060,370.7944398537549,0.8676470588235294,DST_0208,0.34117647058823525,0.6044117647058823,DST_0208,0.4248423990362866,24
DST_0209,177972.58396875,3977,44.75046114376414,0.14705882352941177,DST_0209,0.9088235294117647,0.5279411764705882,DST_0209,0.5945054197349551,24
DST_0210,90539.21122333333,1970,45.958990468697124,0.15588235294117647,DST_0210,0.8970588235294118,0.5264705882352941,DST_0210,0.5702255705676167,24
DST_0211,376412.31309166667,946,397.89885104827346,0.8823529411764706,DST_0211,0.9568627450980393,0.919607843137255,DST_0211,0.92840945492283,24
DST_0212,456086.0726641666,1910,238.78851971945898,0.6647058823529411,DST_0212,0.4470588235294118,0.5558823529411765,DST_0212,0.4362053780623191,24
DST_0213,1697494.3297650001,1241,1367.8439401813055,0.9588235294117647,DST_0213,0.9460784313725491,0.9524509803921569,DST_0213,0.6580435345118696,24
DST_0214,343886.4865,1916,179.4814647703549,0.27058823529411763,DST_0214,0.5147058823529411,0.39264705882352935,DST_0214,0.42192420969917643,24
DST_0215,303178.29906000005,1572,192.8615133969466,0.36176470588235293,DST_0215,0.24019607843137256,0.30098039215686273,DST_0215,0.471080302818459,24
DST_0216,296195.88593833335,1589,186.4039559083281,0.3029411764705882,DST_0216,0.7656862745098039,0.5343137254901961,DST_0216,0.4404329668416565,24
DST_0217,40339.208464166666,1626,24.80886129407544,0.023529411764705882,DST_0217,0.015686274509803925,0.0196078431372549,DST_0217,0.1067489761698453,19
DST_0218,42016.401325,1110,37.85261380630631,0.08235294117647059,DST_0218,0.16176470588235295,0.12205882352941178,DST_0218,0.5930419964683012,24
DST_0219,52083.551154166664,1008,51.6701896370701,0.17352941176470588,DST_0219,0.33627450980392154,0.2549019607843137,DST_0219,0.6199737058406435,24
DST_0220,211453.56218749998,1091,193.8162806484876,0.37058823529411766,DST_0220,0.5637254901960784,0.46715686274509804,DST_0220,0.4955368213540605,24
DST_0221,68635.33762749999,955,71.86946348429318,0.19411764705882353,DST_0221,0.7578431372549019,0.4759803921568627,DST_0221,0.5731263557943777,24
DST_0222,238333.38695916664,1142,208.69823726722123,0.5117647058823529,DST_0222,0.4666666666666666,0.48921568627450973,DST_0222,0.47445883933292365,22
DST_0223,146755.24813166665,776,189.1175877985395,0.31470588235294117,DST_0223,0.49411764705882355,0.40441176470588236,DST_0223,0.4788339690993339,24
DST_0224,292175.8741666667,1334,219.02239442778614,0.5764705882352941,DST_0224,0.6754901960784313,0.6259803921568627,DST_0224,0.4501312609966426,24
DST_0225,472588.09225333325,1059,446.25882176896437,0.9029411764705882,DST_0225,0.2627450980392157,0.582843137254902,DST_0225,0.3920904880378131,24
DST_0226,32500.8711875,910,35.71524306318681,0.061764705882352944,DST_0226,0.38039215686274513,0.22107843137254904,DST_0226,0.5760754188437615,24
DST_0227,32410.38878416667,839,38.62978400973381,0.09411764705882353,DST_0227,0.19901960784313724,0.14656862745098037,DST_0227,0.6085733580895263,24
DST_0228,23619.351219166667,591,39.96506128454597,0.10882352941176471,DST_0228,0.2764705882352941,0.1926470588235294,DST_0228,0.5672528536689291,23
DST_0229,29821.8806875,573,52.0451669938918,0.17647058823529413,DST_0229,0.08529411764705881,0.13088235294117648,DST_0229,0.6062804502131572,24
DST_0230,30484.078110833332,699,43.610984421793034,0.1411764705882353,DST_0230,0.5303921568627451,0.3357843137254902,DST_0230,0.6124121924891704,23
DST_0231,93144.70256083332,603,154.4688268007186,0.21470588235294116,DST_0231,0.20980392156862746,0.2122549019607843,DST_0231,0.39465243561747415,24
DST_0232,17545.049118333332,380,46.17118189035087,0.1588235294117647,DST_0232,0.22549019607843135,0.19215686274509802,DST_0232,0.5896315960986014,24
DST_0233,21443.816866666664,556,38.5680159472422,0.09117647058823529,DST_0233,0.6431372549019608,0.36715686274509807,DST_0233,0.6220119376793801,24
DST_0234,8829.89149375,220,40.135870426136364,0.11470588235294117,DST_0234,0.4911764705882353,0.30294117647058827,DST_0234,0.6198584822082096,24
DST_0235,27326.970295833333,767,35.628383697305516,0.05588235294117647,DST_0235,0.5813725490196079,0.3186274509803922,DST_0235,0.5583965131906337,24
DST_0236,27847.754338333336,728,38.252409805402934,0.08823529411764706,DST_0236,0.503921568627451,0.296078431372549,DST_0236,0.6087305115454261,24
DST_0237,19221.560210833333,535,35.92814992679128,0.06470588235294118,DST_0237,0.1754901960784314,0.12009803921568629,DST_0237,0.6253106504239153,24
DST_0238,86105.67371916666,548,157.12714182329682,0.21764705882352942,DST_0238,0.5519607843137254,0.3848039215686274,DST_0238,0.5820591955457467,24
DST_0239,3142823.560793333,10124,310.4329870400369,0.8382352941176471,DST_0239,0.34313725490196084,0.5906862745098039,DST_0239,0.4426841297762559,24
DST_0240,959926.3183404166,4704,204.06596903495253,0.4764705882352941,DST_0240,0.32254901960784316,0.39950980392156865,DST_0240,0.4673118844243598,24
DST_0241,8143476.779935417,3199,2545.632003730984,0.9970588235294118,DST_0241,0.9401960784313727,0.9686274509803923,DST_0241,0.6674860923701722,24
DST_0242,545102.9562433333,3016,180.73705445733862,0.27941176470588236,DST_0242,0.3509803921568628,0.31519607843137254,DST_0242,0.4736370177380604,24
DST_0243,6594643.850196667,3512,1877.7459710127184,0.9794117647058823,DST_0243,0.8872549019607844,0.9333333333333333,DST_0243,0.6567107760844606,24
DST_0244,1588951.7764316667,3313,479.6111610116712,0.9117647058823529,DST_0244,0.8107843137254901,0.8612745098039215,DST_0244,0.9279735350898389,23
DST_0245,608188.0126666666,2634,230.89901771703364,0.638235294117647,DST_0245,0.3558823529411765,0.4970588235294118,DST_0245,0.4117423730250051,23
DST_0246,2188275.76265,3865,566.1774288874515,0.9323529411764706,DST_0246,0.7735294117647059,0.8529411764705883,DST_0246,0.9290787536675932,24
DST_0247,114292.50083875,3041,37.58385427121013,0.07941176470588235,DST_0247,0.8568627450980392,0.4681372549019608,DST_0247,0.56768499344953,23
DST_0248,684786.218575,2716,252.13041921023563,0.7294117647058823,DST_0248,0.7431372549019608,0.7362745098039216,DST_0248,0.44104519355641775,24
DST_0249,552231.8146666667,2287,241.46559451974932,0.6794117647058824,DST_0249,0.5411764705882353,0.6102941176470589,DST_0249,0.4800305065814989,24
DST_0250,459560.6750375,2319,198.1719167906425,0.4088235294117647,DST_0250,0.5186274509803922,0.46372549019607845,DST_0250,0.44110492241730875,24
DST_0251,473629.8639866667,2397,197.59276762063692,0.4,DST_0251,0.8245098039215687,0.6122549019607844,DST_0251,0.4515236120136519,24
DST_0252,397669.3973395834,1916,207.55187752587858,0.5,DST_0252,0.43235294117647055,0.4661764705882353,DST_0252,0.47425203652142484,24
DST_0253,366939.0175104167,1624,225.94767088079846,0.6205882352941177,DST_0253,0.6558823529411765,0.638235294117647,DST_0253,0.4072331188914062,24
DST_0254,409654.9292166667,1574,260.2636144959763,0.7617647058823529,DST_0254,0.8215686274509805,0.7916666666666667,DST_0254,0.45262085918350026,23
DST_0255,695859.7937833333,3526,197.35104758460955,0.39705882352941174,DST_0255,0.6921568627450981,0.544607843137255,DST_0255,0.41991754512027124,24
DST_0256,411735.1111233334,2431,169.36861831482247,0.22647058823529412,DST_0256,0.38627450980392153,0.3063725490196078,DST_0256,0.3784379100478079,23
DST_0257,209657.37250000003,1199,174.86019391159303,0.24411764705882352,DST_0257,0.3764705882352941,0.31029411764705883,DST_0257,0.40975482294979093,24
DST_0258,236402.09186666668,1337,176.81532675143356,0.2529411764705882,DST_0258,0.503921568627451,0.3784313725490196,DST_0258,0.40330557710978865,24
DST_0259,296657.4598204167,1578,187.9958553995036,0.3088235294117647,DST_0259,0.38725490196078427,0.3480392156862745,DST_0259,0.44311071219355247,24
DST_0260,41116.0012875,1184,34.726352438766895,0.052941176470588235,DST_0260,0.49901960784313726,0.27598039215686276,DST_0260,0.5780923918846348,24
DST_0261,52460.25152833333,1227,42.75489122113556,0.13823529411764707,DST_0261,0.27549019607843134,0.2068627450980392,DST_0261,0.5996723464707368,24
DST_0262,310416.66691458336,1614,192.32755075252996,0.34705882352941175,DST_0262,0.37549019607843137,0.36127450980392156,DST_0262,0.42326457919490634,24
DST_0263,343849.5249166666,1667,206.2684612577484,0.49411764705882355,DST_0263,0.43039215686274507,0.46225490196078434,DST_0263,0.45124201581071915,24
DST_0264,269614.78759333334,1119,240.94261625856421,0.6735294117647059,DST_0264,0.7519607843137255,0.7127450980392157,DST_0264,0.4412309926337253,24
DST_0265,301922.37985666667,1442,209.37751723763293,0.5147058823529411,DST_0265,0.6264705882352941,0.5705882352941176,DST_0265,0.45050396483786354,24
DST_0266,58981.65605333333,1472,40.06905981884058,0.11176470588235295,DST_0266,0.2725490196078431,0.19215686274509802,DST_0266,0.6217106423734277,24
DST_0267,360005.75762833335,1319,272.9384060866818,0.8,DST_0267,0.4637254901960784,0.6318627450980392,DST_0267,0.4427811015741481,23
DST_0268,25119.91496,657,38.234269345509894,0.08529411764705883,DST_0268,0.7803921568627451,0.432843137254902,DST_0268,0.5377224396229612,24
DST_0269,62272.50741375,2338,26.634947567899914,0.029411764705882353,DST_0269,0.0303921568627451,0.029901960784313727,DST_0269,0.11819702789915688,17
DST_0270,28807.0030975,791,36.41846156447535,0.06764705882352941,DST_0270,0.5392156862745098,0.3034313725490196,DST_0270,0.620555407595242,24
DST_0271,1986590.6110766667,4606,431.30495246996674,0.9,DST_0271,0.9284313725490195,0.9142156862745098,DST_0271,0.930130816549594,24
DST_0272,7796935.15756125,3948,1974.9075880347646,0.9823529411764705,DST_0272,0.934313725490196,0.9583333333333333,DST_0272,0.6677405949217836,24
DST_0273,6365945.365896667,3575,1780.6840184326343,0.9647058823529412,DST_0273,0.9450980392156864,0.9549019607843138,DST_0273,0.6561216686728497,24
DST_0274,123770.79250666666,3140,39.41744984288747,0.10294117647058823,DST_0274,0.9166666666666666,0.5098039215686274,DST_0274,0.5788494307432704,24
DST_0275,715762.5025066667,2845,251.58611687404806,0.7205882352941176,DST_0275,0.39117647058823524,0.5558823529411765,DST_0275,0.4491682980639973,23
DST_0276,611651.8985866667,3024,202.2658394797178,0.4588235294117647,DST_0276,0.6666666666666666,0.5627450980392157,DST_0276,0.457729539789355,24
DST_0277,702877.0707283333,3185,220.68353869021453,0.5882352941176471,DST_0277,0.4372549019607843,0.5127450980392156,DST_0277,0.43816741822542754,24
DST_0278,517390.53132666665,2686,192.62491858773888,0.35,DST_0278,0.4803921568627451,0.4151960784313725,DST_0278,0.45630265292341293,24
DST_0279,832181.82276,2796,297.6329838197425,0.8235294117647058,DST_0279,0.257843137254902,0.5406862745098039,DST_0279,0.414215629604584,24
DST_0280,660937.953495,2468,267.80306057333877,0.7735294117647059,DST_0280,0.2745098039215686,0.5240196078431373,DST_0280,0.4635896813545335,24
DST_0281,479815.68651458336,2440,196.6457731617145,0.3911764705882353,DST_0281,0.5196078431372548,0.45539215686274503,DST_0281,0.49367223948181455,24
DST_0282,622860.92874875,2535,245.7045083821499,0.7,DST_0282,0.2519607843137255,0.4759803921568627,DST_0282,0.441685756633079,24
DST_0283,445862.1507375,2304,193.51655847981772,0.36764705882352944,DST_0283,0.6294117647058823,0.4985294117647059,DST_0283,0.4610334361337327,24
DST_0284,434855.7178825,2165,200.85714451847574,0.4441176470588235,DST_0284,0.4705882352941176,0.4573529411764705,DST_0284,0.4303877472268147,23
DST_0285,404952.9819504167,2152,188.17517748625312,0.31176470588235294,DST_0285,0.26666666666666666,0.2892156862745098,DST_0285,0.38912006081158046,22
DST_0286,501093.92750875,2023,247.69843178880376,0.711764705882353,DST_0286,0.28921568627450983,0.5004901960784314,DST_0286,0.4070603996333789,23
DST_0287,456900.44883625,2019,226.30037089462604,0.6235294117647059,DST_0287,0.396078431372549,0.5098039215686274,DST_0287,0.4693855456049156,24
DST_0288,603109.8779733334,2347,256.97054877432186,0.7470588235294118,DST_0288,0.6352941176470588,0.6911764705882353,DST_0288,0.47582843526913426,24
DST_0289,328421.8557933333,1735,189.29213590393852,0.3205882352941177,DST_0289,0.4970588235294118,0.4088235294117647,DST_0289,0.4800496306256496,24
DST_0290,509630.43335166667,2070,246.19827698148148,0.7029411764705882,DST_0290,0.4098039215686275,0.5563725490196079,DST_0290,0.40568914473593626,23
DST_0291,445820.60123333335,2105,211.79125949327,0.5235294117647059,DST_0291,0.49215686274509807,0.5078431372549019,DST_0291,0.39667122266935717,24
DST_0292,439619.21128333337,2038,215.71109483971216,0.55,DST_0292,0.5294117647058824,0.5397058823529413,DST_0292,0.38992985283298753,24
DST_0293,365401.6632,1832,199.45505633187773,0.4147058823529412,DST_0293,0.46274509803921565,0.4387254901960784,DST_0293,0.4292901562341737,24
DST_0294,423976.04585166665,1736,244.22583286386327,0.6882352941176471,DST_0294,0.38529411764705884,0.5367647058823529,DST_0294,0.513827512581121,23
DST_0295,74705.03490916667,921,81.11295864187478,0.2,DST_0295,0.6519607843137255,0.4259803921568628,DST_0295,0.583362302699674,24
DST_0296,20760.936675,869,23.890606070195627,0.011764705882352941,DST_0296,0.03529411764705882,0.023529411764705882,DST_0296,0.1424786056777177,16
DST_0297,14626849.460874999,6016,2431.324710916722,0.9941176470588236,DST_0297,0.865686274509804,0.9299019607843138,DST_0297,0.6681036413719633,24
DST_0298,2139930.594425,4585,466.72422997273713,0.9088235294117647,DST_0298,0.3401960784313726,0.6245098039215686,DST_0298,0.45029358659219304,24
DST_0299,7160671.0851466665,3970,1803.6954874424853,0.9764705882352941,DST_0299,0.8676470588235294,0.9220588235294118,DST_0299,0.6726655671944985,23
DST_0300,740393.4579325,3417,216.67938482074922,0.5558823529411765,DST_0300,0.8264705882352942,0.6911764705882353,DST_0300,0.4555362726272558,24
DST_0301,1061640.3449416666,2674,397.02331523622536,0.8794117647058823,DST_0301,0.9372549019607842,0.9083333333333332,DST_0301,0.9331183626593318,24
DST_0302,597692.9262558334,2901,206.029964238481,0.49117647058823527,DST_0302,0.5274509803921569,0.509313725490196,DST_0302,0.43159606618476065,24
DST_0303,161800.46029875,1885,85.83578795689655,0.20588235294117646,DST_0303,0.9421568627450981,0.5740196078431373,DST_0303,0.5747195890950766,24
DST_0304,663577.6056966666,2438,272.1811344120864,0.7970588235294118,DST_0304,0.411764705882353,0.6044117647058824,DST_0304,0.41059684507174304,24
DST_0305,416771.0391270833,1775,234.80058542370892,0.6529411764705882,DST_0305,0.7147058823529412,0.6838235294117647,DST_0305,0.43865383440366884,24
DST_0306,532071.4524837501,2454,216.81803279696416,0.5617647058823529,DST_0306,0.3372549019607843,0.4495098039215686,DST_0306,0.4364359160151167,24
DST_0307,60397.63028625,1256,48.08728525975319,0.16470588235294117,DST_0307,0.41372549019607846,0.28921568627450983,DST_0307,0.618675011386631,24
DST_0308,277162.2682366666,1413,196.1516406487379,0.38529411764705884,DST_0308,0.6254901960784314,0.5053921568627451,DST_0308,0.4856916361825603,24
DST_0309,280063.3925070833,1414,198.06463402198253,0.40588235294117647,DST_0309,0.3803921568627451,0.3931372549019608,DST_0309,0.4585086337028406,23
DST_0310,430223.8697175,2233,192.66630977048814,0.35294117647058826,DST_0310,0.8264705882352942,0.5897058823529412,DST_0310,0.4055800424255722,24
DST_0311,660742.5403691666,1958,337.45788578609125,0.85,DST_0311,0.8882352941176471,0.8691176470588236,DST_0311,0.3695801473675336,23
DST_0312,527330.7242183334,2375,222.03398914456142,0.5970588235294118,DST_0312,0.5882352941176471,0.5926470588235294,DST_0312,0.4700633785698103,24
DST_0313,484244.82366208336,1427,339.34465568471154,0.8529411764705882,DST_0313,0.9166666666666666,0.8848039215686274,DST_0313,0.464044310413648,23
DST_0314,301620.59282291663,1791,168.4090412188256,0.2235294117647059,DST_0314,0.8362745098039216,0.5299019607843137,DST_0314,0.4669436613298595,24
DST_0315,315466.69976375,1636,192.82805609031175,0.3588235294117647,DST_0315,0.8284313725490197,0.5936274509803922,DST_0315,0.4833605549039492,24
DST_0316,366175.77581,1365,268.26064161904765,0.7764705882352941,DST_0316,0.396078431372549,0.5862745098039216,DST_0316,0.46154994553709333,24
DST_0317,301897.4923633333,1466,205.93280515916322,0.4852941176470588,DST_0317,0.3156862745098039,0.4004901960784314,DST_0317,0.45911443836759114,24
DST_0318,368318.4139370834,1919,191.93247208811016,0.3411764705882353,DST_0318,0.5235294117647059,0.4323529411764706,DST_0318,0.4414082483656671,24
DST_0319,216601.57512625,1007,215.09590379965243,0.5441176470588235,DST_0319,0.28235294117647053,0.41323529411764703,DST_0319,0.40217504799252385,24
DST_0320,414050.30903999996,1531,270.44435600261266,0.788235294117647,DST_0320,0.7156862745098039,0.7519607843137255,DST_0320,0.4176900229723939,24
DST_0321,24601.42727,998,24.65072872745491,0.020588235294117647,DST_0321,0.3441176470588236,0.1823529411764706,DST_0321,0.1437077351175406,15
DST_0322,75030.98114666666,1397,53.70864792173705,0.17941176470588235,DST_0322,0.6284313725490196,0.403921568627451,DST_0322,0.5877882316165975,24
DST_0323,479764.2639666667,1701,282.0483621203214,0.8117647058823529,DST_0323,0.5352941176470588,0.6735294117647059,DST_0323,0.4512770438522027,24
DST_0324,118844.20141666666,1334,89.08860675912044,0.2088235294117647,DST_0324,0.3892156862745098,0.29901960784313725,DST_0324,0.6017954432085267,24
DST_0325,188357.44628,882,213.5571953287982,0.5352941176470588,DST_0325,0.3941176470588235,0.4647058823529412,DST_0325,0.459213102474147,23
DST_0326,497427.4808083333,2330,213.4881891881259,0.5323529411764706,DST_0326,0.7107843137254902,0.6215686274509804,DST_0326,0.47642892146446786,24
DST_0327,1385252.9466558334,5137,269.66185451739017,0.7823529411764706,DST_0327,0.4147058823529412,0.5985294117647059,DST_0327,0.44574922693260755,24
DST_0328,641131.7103166666,5750,111.50116701159419,0.21176470588235294,DST_0328,0.8245098039215687,0.5181372549019608,DST_0328,0.5774395971877517,24
DST_0329,2234128.1813783334,5363,416.58179775840637,0.8911764705882353,DST_0329,0.8401960784313726,0.865686274509804,DST_0329,0.928676161200475,24
DST_0330,12410043.890475417,5424,2287.987442934258,0.9911764705882353,DST_0330,0.8696078431372549,0.9303921568627451,DST_0330,0.662416708031781,24
DST_0331,825152.8627545834,3768,218.98961325758583,0.5735294117647058,DST_0331,0.4931372549019608,0.5333333333333333,DST_0331,0.4463213435238471,23
DST_0332,1087161.9922983332,4314,252.0078795313707,0.7264705882352941,DST_0332,0.6019607843137255,0.6642156862745098,DST_0332,0.5008171739129385,24
DST_0333,631714.5733733333,3192,197.9055680994152,0.40294117647058825,DST_0333,0.4705882352941176,0.43676470588235294,DST_0333,0.4534435727090025,24
DST_0334,683777.7125995833,3310,206.57936936543302,0.4970588235294118,DST_0334,0.6950980392156864,0.5960784313725491,DST_0334,0.49836328503202515,24
DST_0335,509305.3864175,2381,213.90398421566567,0.538235294117647,DST_0335,0.2647058823529412,0.40147058823529413,DST_0335,0.4790303404549447,24
DST_0336,1063129.6211116666,5823,182.57420936144024,0.2823529411764706,DST_0336,0.24607843137254903,0.2642156862745098,DST_0336,0.48481448543095085,23
DST_0337,321254.2302,1759,182.63458226264922,0.2852941176470588,DST_0337,0.5176470588235295,0.40147058823529413,DST_0337,0.4372178449470497,24
DST_0338,46175.478187500004,1142,40.43386881567426,0.12058823529411765,DST_0338,0.4754901960784314,0.2980392156862745,DST_0338,0.6285180253043843,24
DST_0339,81943.09696083334,964,85.00321261497234,0.20294117647058824,DST_0339,0.7068627450980393,0.4549019607843138,DST_0339,0.6079760025200841,24
DST_0340,18775.59944166667,699,26.86065728421555,0.03235294117647059,DST_0340,0.035294117647058816,0.033823529411764704,DST_0340,0.13908974808010202,19
