WCI_Rank,district_id,Demand_Signal,Mean_Distribution_Gap,Valid_Audit_Cycles,Mean_Panel_Coverage_Pct_x,Coverage_Status_x,Total_Population,Estimated_Total_Retail_Universe,District_Code_x,Mean_Panel_Coverage_Pct_y,Coverage_Status_y,District_Code_y,Mean_Panel_Coverage_Pct,Coverage_Status,Market_Opportunity,Competitive_Intensity,WCI,WCI_Priority,Recommended_Target
101,DST_0016,0.65,0.39038459513118057,24,50.695,UNKNOWN,3361292,3959,DST_0016,50.695,UNKNOWN,DST_0016,50.695,UNKNOWN,OTHER,0.25533457433249607,0.578067693429414,MEDIUM,NOT_RECOMMENDED
102,DST_0060,0.5696078431372549,0.48962839760512883,24,46.98833333333334,UNKNOWN,1437169,1733,DST_0060,46.98833333333334,UNKNOWN,DST_0060,46.98833333333334,UNKNOWN,OTHER,0.2516796757624443,0.577357533421071,MEDIUM,NOT_RECOMMENDED
103,DST_0316,0.5862745098039216,0.46154994553709333,24,61.67625,RELIABLE,1264219,1365,DST_0316,61.67625,RELIABLE,DST_0316,61.67625,RELIABLE,OTHER,0.2523304197951541,0.5748999263907166,MEDIUM,NOT_RECOMMENDED
104,DST_0135,0.5823529411764706,0.46660556687328975,24,37.389583333333334,UNKNOWN,1840221,2116,DST_0135,37.389583333333334,UNKNOWN,DST_0135,37.389583333333334,UNKNOWN,OTHER,0.25288991968696084,0.5747927879976711,MEDIUM,NOT_RECOMMENDED
105,DST_0048,0.5892156862745098,0.45930424991286883,24,43.35874999999999,UNKNOWN,1776421,1943,DST_0048,43.35874999999999,UNKNOWN,DST_0048,43.35874999999999,UNKNOWN,OTHER,0.25647993611424663,0.5746075590701842,MEDIUM,NOT_RECOMMENDED
106,DST_0075,0.6122549019607844,0.42680215482579603,24,55.00583333333333,UNKNOWN,2159775,2846,DST_0075,55.00583333333333,UNKNOWN,DST_0075,55.00583333333333,UNKNOWN,OTHER,0.2533357122320133,0.574228317624979,MEDIUM,NOT_RECOMMENDED
107,DST_0005,0.4980392156862745,0.5767653509441684,24,15.612499999999999,UNKNOWN,2990116,4401,DST_0005,15.612499999999999,UNKNOWN,DST_0005,15.612499999999999,UNKNOWN,OTHER,0.2652479871574064,0.5729359224578012,MEDIUM,NOT_RECOMMENDED
108,DST_0294,0.5367647058823529,0.513827512581121,23,42.69083333333333,UNKNOWN,1719000,1736,DST_0294,42.69083333333333,UNKNOWN,DST_0294,42.69083333333333,UNKNOWN,OTHER,0.2448800389093016,0.5724077392685909,MEDIUM,NOT_RECOMMENDED
109,DST_0156,0.6151960784313726,0.42106197019891356,24,42.27791666666666,UNKNOWN,2160119,3088,DST_0156,42.27791666666666,UNKNOWN,DST_0156,42.27791666666666,UNKNOWN,OTHER,0.25908439990163823,0.5723930448834098,MEDIUM,NOT_RECOMMENDED
110,DST_0327,0.5985294117647059,0.44574922693260755,24,45.030833333333334,UNKNOWN,3301427,5137,DST_0327,45.030833333333334,UNKNOWN,DST_0327,45.030833333333334,UNKNOWN,OTHER,0.26834868008259977,0.5716807287040103,MEDIUM,NOT_RECOMMENDED
111,DST_0071,0.5171568627450981,0.5513870051081082,24,11.182916666666666,UNKNOWN,2479052,4100,DST_0071,11.182916666666666,UNKNOWN,DST_0071,11.182916666666666,UNKNOWN,OTHER,0.27112257151104957,0.5714815257209221,MEDIUM,NOT_RECOMMENDED
112,DST_0339,0.4549019607843138,0.6079760025200841,24,19.36916666666667,UNKNOWN,1108974,964,DST_0339,19.36916666666667,UNKNOWN,DST_0339,19.36916666666667,UNKNOWN,OTHER,0.23108794608266572,0.5712798940184375,MEDIUM,NOT_RECOMMENDED
113,DST_0155,0.6014705882352942,0.4377038995878966,24,39.08625,UNKNOWN,2880365,3957,DST_0155,39.08625,UNKNOWN,DST_0155,39.08625,UNKNOWN,OTHER,0.2642204458663369,0.5710140403883788,MEDIUM,NOT_RECOMMENDED
114,DST_0064,0.5563725490196079,0.4783891857359383,24,55.35125,UNKNOWN,1597668,1747,DST_0064,55.35125,UNKNOWN,DST_0064,55.35125,UNKNOWN,OTHER,0.2371267286886516,0.5703785163286716,MEDIUM,NOT_RECOMMENDED
115,DST_0168,0.6098039215686274,0.4155546623572907,24,54.32125,UNKNOWN,1343734,1470,DST_0168,54.32125,UNKNOWN,DST_0168,54.32125,UNKNOWN,OTHER,0.2517006306524072,0.5695157704004528,MEDIUM,NOT_RECOMMENDED
116,DST_0078,0.5720588235294117,0.46282486967396236,24,48.05083333333334,UNKNOWN,2605914,3325,DST_0078,48.05083333333334,UNKNOWN,DST_0078,48.05083333333334,UNKNOWN,OTHER,0.2565632071746359,0.5681025335391949,MEDIUM,NOT_RECOMMENDED
117,DST_0152,0.5465686274509804,0.6811346175326413,24,73.59125,RELIABLE,6081322,11676,DST_0152,73.59125,RELIABLE,DST_0152,73.59125,RELIABLE,OTHER,0.5828851065946407,0.5677759771704375,MEDIUM,NOT_RECOMMENDED
118,DST_0208,0.6044117647058823,0.4248423990362866,24,36.9625,UNKNOWN,2440073,5060,DST_0208,36.9625,UNKNOWN,DST_0208,36.9625,UNKNOWN,OTHER,0.2693801823004621,0.5668040973202549,MEDIUM,NOT_RECOMMENDED
119,DST_0221,0.4759803921568627,0.5731263557943777,24,27.53916666666667,UNKNOWN,972625,955,DST_0221,27.53916666666667,UNKNOWN,DST_0221,27.53916666666667,UNKNOWN,OTHER,0.24463243044684974,0.5658589149092504,MEDIUM,NOT_RECOMMENDED
120,DST_0118,0.46372549019607845,0.5919123549085077,24,13.879583333333334,UNKNOWN,1648115,2679,DST_0118,13.879583333333334,UNKNOWN,DST_0118,13.879583333333334,UNKNOWN,OTHER,0.25042808310670794,0.5657601781848713,MEDIUM,NOT_RECOMMENDED
121,DST_0265,0.5705882352941176,0.45050396483786354,24,60.05791666666667,RELIABLE,1335551,1442,DST_0265,60.05791666666667,RELIABLE,DST_0265,60.05791666666667,RELIABLE,OTHER,0.25028889480593175,0.5643833146144188,MEDIUM,NOT_RECOMMENDED
122,DST_0276,0.5627450980392157,0.457729539789355,24,39.096666666666664,UNKNOWN,2271000,3024,DST_0276,39.096666666666664,UNKNOWN,DST_0276,39.096666666666664,UNKNOWN,OTHER,0.248953556048588,0.5636499218342037,MEDIUM,NOT_RECOMMENDED
123,DST_0304,0.6044117647058824,0.41059684507174304,24,52.42291666666667,UNKNOWN,2228935,2438,DST_0304,52.42291666666667,UNKNOWN,DST_0304,52.42291666666667,UNKNOWN,OTHER,0.26087327336709965,0.5635195352193373,MEDIUM,NOT_RECOMMENDED
124,DST_0107,0.5612745098039216,0.46774307802492626,24,38.60208333333333,UNKNOWN,2150000,4730,DST_0107,38.60208333333333,UNKNOWN,DST_0107,38.60208333333333,UNKNOWN,OTHER,0.2648030110755644,0.5633230045053761,MEDIUM,NOT_RECOMMENDED
125,DST_0029,0.4352941176470589,0.6160400063404445,24,26.614166666666666,UNKNOWN,1197160,1259,DST_0029,26.614166666666666,UNKNOWN,DST_0029,26.614166666666666,UNKNOWN,OTHER,0.2421533478311968,0.5630656855940928,MEDIUM,NOT_RECOMMENDED
126,DST_0115,0.6039215686274509,0.42025665856320926,24,61.635416666666664,RELIABLE,4418797,6380,DST_0115,61.635416666666664,RELIABLE,DST_0115,61.635416666666664,RELIABLE,OTHER,0.28029401071842763,0.5627957342357905,MEDIUM,NOT_RECOMMENDED
127,DST_0207,0.8524509803921568,0.38004499655947543,24,83.76,RELIABLE,3943323,8675,DST_0207,83.76,RELIABLE,DST_0207,83.76,RELIABLE,OTHER,0.775953156781599,0.5614280586159672,MEDIUM,NOT_RECOMMENDED
128,DST_0160,0.5877450980392156,0.41598847708876924,24,42.16375,UNKNOWN,1329672,2013,DST_0160,42.16375,UNKNOWN,DST_0160,42.16375,UNKNOWN,OTHER,0.2497476579750169,0.5601317295037129,MEDIUM,NOT_RECOMMENDED
129,DST_0239,0.5906862745098039,0.4426841297762559,24,52.419999999999995,UNKNOWN,6626178,10124,DST_0239,52.419999999999995,UNKNOWN,DST_0239,52.419999999999995,UNKNOWN,OTHER,0.30805801351037465,0.5591366662490264,MEDIUM,NOT_RECOMMENDED
130,DST_0176,0.44754901960784316,0.5906806645419802,23,16.919583333333332,UNKNOWN,590297,554,DST_0176,16.919583333333332,UNKNOWN,DST_0176,16.919583333333332,UNKNOWN,OTHER,0.24565129897680235,0.559005031617862,MEDIUM,NOT_RECOMMENDED
131,DST_0092,0.5549019607843138,0.45476751654176245,24,54.035,UNKNOWN,1750176,2625,DST_0092,54.035,UNKNOWN,DST_0092,54.035,UNKNOWN,OTHER,0.25086558527181474,0.5587013960881951,MEDIUM,NOT_RECOMMENDED
132,DST_0247,0.4681372549019608,0.56768499344953,23,10.704166666666666,UNKNOWN,2677333,3041,DST_0247,10.704166666666666,UNKNOWN,DST_0247,10.704166666666666,UNKNOWN,OTHER,0.2583692280276726,0.5576776668076834,MEDIUM,NOT_RECOMMENDED
133,DST_0310,0.5897058823529412,0.4055800424255722,24,60.82749999999999,RELIABLE,1965970,2233,DST_0310,60.82749999999999,RELIABLE,DST_0310,60.82749999999999,RELIABLE,OTHER,0.2488186869792714,0.5575569245119195,MEDIUM,NOT_RECOMMENDED
134,DST_0159,0.4661764705882353,0.561097856791036,24,11.340416666666668,UNKNOWN,2092745,2553,DST_0159,11.340416666666668,UNKNOWN,DST_0159,11.340416666666668,UNKNOWN,OTHER,0.2515215533637477,0.555859350968819,MEDIUM,NOT_RECOMMENDED
135,DST_0275,0.5558823529411765,0.4491682980639973,23,39.76791666666667,UNKNOWN,2092000,2845,DST_0275,39.76791666666667,UNKNOWN,DST_0275,39.76791666666667,UNKNOWN,OTHER,0.2605913974362165,0.5552376836586852,MEDIUM,NOT_RECOMMENDED
136,DST_0212,0.5558823529411765,0.4362053780623191,24,59.23458333333334,UNKNOWN,1081852,1910,DST_0212,59.23458333333334,UNKNOWN,DST_0212,59.23458333333334,UNKNOWN,OTHER,0.24008290257895765,0.5548023606295496,MEDIUM,NOT_RECOMMENDED
137,DST_0170,0.4553921568627451,0.566988336214268,24,16.268333333333334,UNKNOWN,1039918,1006,DST_0170,16.268333333333334,UNKNOWN,DST_0170,16.268333333333334,UNKNOWN,OTHER,0.24539430857463426,0.5542935265483022,MEDIUM,NOT_RECOMMENDED
138,DST_0314,0.5299019607843137,0.4669436613298595,24,38.027499999999996,UNKNOWN,1726050,1791,DST_0314,38.027499999999996,UNKNOWN,DST_0314,38.027499999999996,UNKNOWN,OTHER,0.24346369229945936,0.5531934253585001,MEDIUM,NOT_RECOMMENDED
139,DST_0094,0.5509803921568627,0.46720884189611783,23,48.46083333333333,UNKNOWN,3728104,6375,DST_0094,48.46083333333333,UNKNOWN,DST_0094,48.46083333333333,UNKNOWN,OTHER,0.29219381759096474,0.5530255076160365,MEDIUM,NOT_RECOMMENDED
140,DST_0124,0.5519607843137255,0.43911968054063966,24,51.038333333333334,UNKNOWN,1998603,2774,DST_0124,51.038333333333334,UNKNOWN,DST_0124,51.038333333333334,UNKNOWN,OTHER,0.24957272387506674,0.552159696355387,MEDIUM,NOT_RECOMMENDED
141,DST_0225,0.582843137254902,0.3920904880378131,24,36.483333333333334,UNKNOWN,795332,1059,DST_0225,36.483333333333334,UNKNOWN,DST_0225,36.483333333333334,UNKNOWN,OTHER,0.24252812972322912,0.5510054566332947,MEDIUM,NOT_RECOMMENDED
142,DST_0031,0.4230392156862745,0.5984030434575954,24,25.375,UNKNOWN,1072942,1023,DST_0031,25.375,UNKNOWN,DST_0031,25.375,UNKNOWN,OTHER,0.24694511257886007,0.55041968975321,MEDIUM,NOT_RECOMMENDED
143,DST_0088,0.5455882352941177,0.44083688978452135,23,50.219166666666666,UNKNOWN,1210277,1679,DST_0088,50.219166666666666,UNKNOWN,DST_0088,50.219166666666666,UNKNOWN,OTHER,0.24837991407657262,0.550131634491621,MEDIUM,NOT_RECOMMENDED
144,DST_0063,0.4857843137254902,0.5149305009157671,23,51.35833333333333,UNKNOWN,1064570,1388,DST_0063,51.35833333333333,UNKNOWN,DST_0063,51.35833333333333,UNKNOWN,OTHER,0.24520218828385207,0.5497881788402187,MEDIUM,NOT_RECOMMENDED
145,DST_0308,0.5053921568627451,0.4856916361825603,24,62.03958333333333,RELIABLE,1292042,1413,DST_0308,62.03958333333333,RELIABLE,DST_0308,62.03958333333333,RELIABLE,OTHER,0.24194847170304454,0.5490288489115225,MEDIUM,NOT_RECOMMENDED
146,DST_0090,0.596078431372549,0.3732508399611922,22,36.60666666666666,UNKNOWN,1407627,1973,DST_0090,36.60666666666666,UNKNOWN,DST_0090,36.60666666666666,UNKNOWN,OTHER,0.25185914467453063,0.5485012591691582,MEDIUM,NOT_RECOMMENDED
147,DST_0140,0.5220588235294118,0.47077748429581234,24,38.83625,UNKNOWN,3108367,3226,DST_0140,38.83625,UNKNOWN,DST_0140,38.83625,UNKNOWN,OTHER,0.2578131808190952,0.5481359539279507,MEDIUM,NOT_RECOMMENDED
148,DST_0295,0.4259803921568628,0.583362302699674,24,24.211250000000003,UNKNOWN,925000,921,DST_0295,24.211250000000003,UNKNOWN,DST_0295,24.211250000000003,UNKNOWN,OTHER,0.24609459091004532,0.5466490642334652,MEDIUM,NOT_RECOMMENDED
149,DST_0216,0.5343137254901961,0.4404329668416565,24,65.73833333333333,RELIABLE,1618416,1589,DST_0216,65.73833333333333,RELIABLE,DST_0216,65.73833333333333,RELIABLE,OTHER,0.24056810084049857,0.5464790946970683,MEDIUM,NOT_RECOMMENDED
150,DST_0099,0.3975490196078431,0.6218481046401648,24,27.540000000000003,UNKNOWN,1370281,1345,DST_0099,27.540000000000003,UNKNOWN,DST_0099,27.540000000000003,UNKNOWN,OTHER,0.25079652661554946,0.5463845901244772,MEDIUM,NOT_RECOMMENDED
151,DST_0047,0.4975490196078431,0.4906879321055497,24,37.842083333333335,UNKNOWN,1945497,2427,DST_0047,37.842083333333335,UNKNOWN,DST_0047,37.842083333333335,UNKNOWN,OTHER,0.24772355383902472,0.5460931242926669,MEDIUM,NOT_RECOMMENDED
152,DST_0280,0.5240196078431373,0.4635896813545335,24,52.779583333333335,UNKNOWN,2071000,2468,DST_0280,52.779583333333335,UNKNOWN,DST_0280,52.779583333333335,UNKNOWN,OTHER,0.262559813486421,0.5455532493062143,MEDIUM,NOT_RECOMMENDED
153,DST_0137,0.5387254901960784,0.4368449690314889,24,37.4925,UNKNOWN,2632733,2548,DST_0137,37.4925,UNKNOWN,DST_0137,37.4925,UNKNOWN,OTHER,0.2499691297322654,0.5453283838028034,MEDIUM,NOT_RECOMMENDED
154,DST_0287,0.5098039215686274,0.4693855456049156,24,60.03791666666667,RELIABLE,1735000,2019,DST_0287,60.03791666666667,RELIABLE,DST_0287,60.03791666666667,RELIABLE,OTHER,0.24441653029765198,0.5448133996080724,MEDIUM,NOT_RECOMMENDED
155,DST_0173,0.5294117647058824,0.4378519867018056,24,49.199999999999996,UNKNOWN,2390776,2381,DST_0173,49.199999999999996,UNKNOWN,DST_0173,49.199999999999996,UNKNOWN,OTHER,0.24130539336876017,0.543222410789527,MEDIUM,NOT_RECOMMENDED
156,DST_0177,0.4225490196078432,0.5745605541982374,24,15.101666666666667,UNKNOWN,807022,758,DST_0177,15.101666666666667,UNKNOWN,DST_0177,15.101666666666667,UNKNOWN,OTHER,0.24145538077560763,0.5429521766377909,MEDIUM,NOT_RECOMMENDED
157,DST_0133,0.5446078431372549,0.4296896675586761,23,60.65291666666667,RELIABLE,3499171,4024,DST_0133,60.65291666666667,RELIABLE,DST_0133,60.65291666666667,RELIABLE,OTHER,0.26685561192727303,0.5420937906718467,MEDIUM,NOT_RECOMMENDED
158,DST_0290,0.5563725490196079,0.40568914473593626,23,42.73166666666666,UNKNOWN,1779000,2070,DST_0290,42.73166666666666,UNKNOWN,DST_0290,42.73166666666666,UNKNOWN,OTHER,0.25157545923019076,0.542043755870363,MEDIUM,NOT_RECOMMENDED
159,DST_0331,0.5333333333333333,0.4463213435238471,23,58.925000000000004,UNKNOWN,2635375,3768,DST_0331,58.925000000000004,UNKNOWN,DST_0331,58.925000000000004,UNKNOWN,OTHER,0.272478799567853,0.5417167103197759,MEDIUM,NOT_RECOMMENDED
160,DST_0050,0.517156862745098,0.4534974279642478,24,46.1,UNKNOWN,2177331,2442,DST_0050,46.1,UNKNOWN,DST_0050,46.1,UNKNOWN,OTHER,0.24928555350801002,0.5415875773211788,MEDIUM,NOT_RECOMMENDED
161,DST_0255,0.544607843137255,0.41991754512027124,24,64.8,RELIABLE,3307743,3526,DST_0255,64.8,RELIABLE,DST_0255,64.8,RELIABLE,OTHER,0.2530474496722122,0.5414351802694173,MEDIUM,NOT_RECOMMENDED
162,DST_0026,0.5642156862745098,0.3893272916111205,24,44.91166666666667,UNKNOWN,1300774,1641,DST_0026,44.91166666666667,UNKNOWN,DST_0026,44.91166666666667,UNKNOWN,OTHER,0.2451502904302457,0.5411315528013725,MEDIUM,NOT_RECOMMENDED
163,DST_0138,0.5377450980392157,0.4233542459414196,24,57.80375,UNKNOWN,3405559,3153,DST_0138,57.80375,UNKNOWN,DST_0138,57.80375,UNKNOWN,OTHER,0.24787875728898992,0.5405835287393459,MEDIUM,NOT_RECOMMENDED
164,DST_0322,0.403921568627451,0.5877882316165975,24,27.832916666666666,UNKNOWN,1311332,1397,DST_0322,27.832916666666666,UNKNOWN,DST_0322,27.832916666666666,UNKNOWN,OTHER,0.2355126680040677,0.5403880533473485,MEDIUM,NOT_RECOMMENDED
165,DST_0035,0.5186274509803922,0.448928092621004,24,46.354166666666664,UNKNOWN,1836086,2265,DST_0035,46.354166666666664,UNKNOWN,DST_0035,46.354166666666664,UNKNOWN,OTHER,0.25090450956780985,0.5403262834449659,MEDIUM,NOT_RECOMMENDED
166,DST_0171,0.5068627450980392,0.4676112318182694,24,62.718333333333334,RELIABLE,2299885,2580,DST_0171,62.718333333333334,RELIABLE,DST_0171,62.718333333333334,RELIABLE,OTHER,0.2578199063762351,0.5401881851552649,MEDIUM,NOT_RECOMMENDED
167,DST_0197,0.503921568627451,0.46572297015965836,24,51.376666666666665,UNKNOWN,1846823,2485,DST_0197,51.376666666666665,UNKNOWN,DST_0197,51.376666666666665,UNKNOWN,OTHER,0.24901082608315178,0.539965580221603,MEDIUM,NOT_RECOMMENDED
168,DST_0034,0.5019607843137255,0.4610204360564834,24,65.05791666666666,RELIABLE,1657576,1720,DST_0034,65.05791666666666,RELIABLE,DST_0034,65.05791666666666,RELIABLE,OTHER,0.23974031628212428,0.5392914423045208,MEDIUM,NOT_RECOMMENDED
169,DST_0082,0.538235294117647,0.4178030167275726,24,43.49625,UNKNOWN,1616450,1813,DST_0082,43.49625,UNKNOWN,DST_0082,43.49625,UNKNOWN,OTHER,0.24907274637917518,0.5386223889317565,MEDIUM,NOT_RECOMMENDED
170,DST_0095,0.4799019607843137,0.498414838904115,23,37.45375,UNKNOWN,2464875,2662,DST_0095,37.45375,UNKNOWN,DST_0095,37.45375,UNKNOWN,OTHER,0.263276927096137,0.537745690550154,MEDIUM,NOT_RECOMMENDED
171,DST_0220,0.46715686274509804,0.4955368213540605,24,43.752916666666664,UNKNOWN,985417,1091,DST_0220,43.752916666666664,UNKNOWN,DST_0220,43.752916666666664,UNKNOWN,OTHER,0.23057989449454955,0.5375424968103054,MEDIUM,NOT_RECOMMENDED
172,DST_0131,0.5073529411764706,0.45481327431047774,24,44.885416666666664,UNKNOWN,2335819,2686,DST_0131,44.885416666666664,UNKNOWN,DST_0131,44.885416666666664,UNKNOWN,OTHER,0.2531289225760162,0.5368676850228757,MEDIUM,NOT_RECOMMENDED
173,DST_0191,0.5068627450980392,0.4713848311008438,24,47.430416666666666,UNKNOWN,4835532,6576,DST_0191,47.430416666666666,UNKNOWN,DST_0191,47.430416666666666,UNKNOWN,OTHER,0.28176146786883904,0.5367206326056452,MEDIUM,NOT_RECOMMENDED
174,DST_0268,0.432843137254902,0.5377224396229612,24,28.325416666666666,UNKNOWN,669919,657,DST_0268,28.325416666666666,UNKNOWN,DST_0268,28.325416666666666,UNKNOWN,OTHER,0.23185566009827396,0.5366111336130875,MEDIUM,NOT_RECOMMENDED
175,DST_0130,0.5245098039215687,0.4401473189510318,24,59.98083333333333,UNKNOWN,3006538,3247,DST_0130,59.98083333333333,UNKNOWN,DST_0130,59.98083333333333,UNKNOWN,OTHER,0.2676584092314968,0.5365492915512676,MEDIUM,NOT_RECOMMENDED
176,DST_0279,0.5406862745098039,0.414215629604584,24,44.302083333333336,UNKNOWN,2241000,2796,DST_0279,44.302083333333336,UNKNOWN,DST_0279,44.302083333333336,UNKNOWN,OTHER,0.26020687623209976,0.5362429186445963,MEDIUM,NOT_RECOMMENDED
177,DST_0132,0.5338235294117647,0.42256422477242506,24,37.27166666666667,UNKNOWN,2496970,2486,DST_0132,37.27166666666667,UNKNOWN,DST_0132,37.27166666666667,UNKNOWN,OTHER,0.2599024589337068,0.5361375751189015,MEDIUM,NOT_RECOMMENDED
178,DST_0053,0.48529411764705876,0.4749392969580113,24,42.342083333333335,UNKNOWN,1659456,1792,DST_0053,42.342083333333335,UNKNOWN,DST_0053,42.342083333333335,UNKNOWN,OTHER,0.24376506689920613,0.5358580934966392,MEDIUM,NOT_RECOMMENDED
179,DST_0233,0.36715686274509807,0.6220119376793801,24,22.207916666666666,UNKNOWN,566376,556,DST_0233,22.207916666666666,UNKNOWN,DST_0233,22.207916666666666,UNKNOWN,OTHER,0.23738245470970676,0.5354482754811358,MEDIUM,NOT_RECOMMENDED
180,DST_0283,0.4985294117647059,0.4610334361337327,24,53.65625,UNKNOWN,2191000,2304,DST_0283,53.65625,UNKNOWN,DST_0283,53.65625,UNKNOWN,OTHER,0.2513231913864799,0.535435299663628,MEDIUM,NOT_RECOMMENDED
181,DST_0222,0.48921568627450973,0.47445883933292365,22,52.465833333333336,UNKNOWN,807037,1142,DST_0222,52.465833333333336,UNKNOWN,DST_0222,52.465833333333336,UNKNOWN,OTHER,0.2587952830855184,0.5344485959729489,MEDIUM,NOT_RECOMMENDED
182,DST_0006,0.5137254901960784,0.4654636559996163,24,55.08083333333334,UNKNOWN,4653570,8153,DST_0006,55.08083333333334,UNKNOWN,DST_0006,55.08083333333334,UNKNOWN,OTHER,0.3016051923273256,0.5337677117226358,MEDIUM,NOT_RECOMMENDED
183,DST_0277,0.5127450980392156,0.43816741822542754,24,39.02708333333333,UNKNOWN,2469000,3185,DST_0277,39.02708333333333,UNKNOWN,DST_0277,39.02708333333333,UNKNOWN,OTHER,0.263657524933001,0.5313623855099464,MEDIUM,NOT_RECOMMENDED
184,DST_0167,0.5401960784313725,0.39508499249711576,24,41.88166666666667,UNKNOWN,3120506,3064,DST_0167,41.88166666666667,UNKNOWN,DST_0167,41.88166666666667,UNKNOWN,OTHER,0.2565407240924565,0.5300598378496169,MEDIUM,NOT_RECOMMENDED
185,DST_0051,0.4911764705882353,0.44748896496241836,24,46.38458333333333,UNKNOWN,1889552,2358,DST_0051,46.38458333333333,UNKNOWN,DST_0051,46.38458333333333,UNKNOWN,OTHER,0.23881904303426768,0.5298867408946988,MEDIUM,NOT_RECOMMENDED
186,DST_0302,0.509313725490196,0.43159606618476065,24,51.91375,UNKNOWN,2378458,2901,DST_0302,51.91375,UNKNOWN,DST_0302,51.91375,UNKNOWN,OTHER,0.25512494199552926,0.5292248112361486,MEDIUM,NOT_RECOMMENDED
187,DST_0238,0.3848039215686274,0.5820591955457467,24,17.917083333333334,UNKNOWN,566874,548,DST_0238,17.917083333333334,UNKNOWN,DST_0238,17.917083333333334,UNKNOWN,OTHER,0.2387043398792125,0.5291416151710512,MEDIUM,NOT_RECOMMENDED
188,DST_0292,0.5397058823529413,0.38992985283298753,24,57.67583333333334,UNKNOWN,1840000,2038,DST_0292,57.67583333333334,UNKNOWN,DST_0292,57.67583333333334,UNKNOWN,OTHER,0.2522192638543034,0.5288992427795085,MEDIUM,NOT_RECOMMENDED
189,DST_0281,0.45539215686274503,0.49367223948181455,24,55.56041666666667,UNKNOWN,1832000,2440,DST_0281,55.56041666666667,UNKNOWN,DST_0281,55.56041666666667,UNKNOWN,OTHER,0.247931817868612,0.5281253908331479,MEDIUM,NOT_RECOMMENDED
190,DST_0033,0.48921568627450984,0.45127431927738276,24,51.11083333333334,UNKNOWN,2585049,2791,DST_0033,51.11083333333334,UNKNOWN,DST_0033,51.11083333333334,UNKNOWN,OTHER,0.2554245241174923,0.527008165747115,MEDIUM,NOT_RECOMMENDED
191,DST_0017,0.4519607843137255,0.4974374392415141,23,41.13791666666666,UNKNOWN,2634200,3471,DST_0017,41.13791666666666,UNKNOWN,DST_0017,41.13791666666666,UNKNOWN,OTHER,0.2525952895509262,0.5269663987655212,MEDIUM,NOT_RECOMMENDED
192,DST_0252,0.4661764705882353,0.47425203652142484,24,57.90708333333333,UNKNOWN,1774692,1916,DST_0252,57.90708333333333,UNKNOWN,DST_0252,57.90708333333333,UNKNOWN,OTHER,0.2504527061903531,0.525677083309134,MEDIUM,NOT_RECOMMENDED
193,DST_0163,0.471078431372549,0.46375798546165115,24,41.05291666666667,UNKNOWN,1705678,2248,DST_0163,41.05291666666667,UNKNOWN,DST_0163,41.05291666666667,UNKNOWN,OTHER,0.2551972278203648,0.523261143465152,MEDIUM,NOT_RECOMMENDED
194,DST_0325,0.4647058823529412,0.459213102474147,23,35.24125,UNKNOWN,786725,882,DST_0325,35.24125,UNKNOWN,DST_0325,35.24125,UNKNOWN,OTHER,0.24544695604863204,0.5207528417150485,MEDIUM,NOT_RECOMMENDED
195,DST_0055,0.3431372549019608,0.6107851953309479,24,23.668333333333333,UNKNOWN,554519,560,DST_0055,23.668333333333333,UNKNOWN,DST_0055,23.668333333333333,UNKNOWN,OTHER,0.2394746633057931,0.5202916504105555,MEDIUM,NOT_RECOMMENDED
196,DST_0027,0.3573529411764706,0.5975647448269529,24,15.742916666666666,UNKNOWN,1200334,1279,DST_0027,15.742916666666666,UNKNOWN,DST_0027,15.742916666666666,UNKNOWN,OTHER,0.25081127713465634,0.5197942287919141,MEDIUM,NOT_RECOMMENDED
197,DST_0012,0.48137254901960785,0.44276287947116894,24,51.38125,UNKNOWN,3003741,3201,DST_0012,51.38125,UNKNOWN,DST_0012,51.38125,UNKNOWN,OTHER,0.2593391498158846,0.5197168249105557,MEDIUM,NOT_RECOMMENDED
198,DST_0117,0.4818627450980392,0.46749740809884305,24,44.23458333333334,UNKNOWN,4681645,8136,DST_0117,44.23458333333334,UNKNOWN,DST_0117,44.23458333333334,UNKNOWN,OTHER,0.30522948735640487,0.5194164306574318,MEDIUM,NOT_RECOMMENDED
199,DST_0042,0.471078431372549,0.4479586149684774,24,36.59916666666667,UNKNOWN,1177361,1403,DST_0042,36.59916666666667,UNKNOWN,DST_0042,36.59916666666667,UNKNOWN,OTHER,0.2482944311067908,0.5191119231352559,MEDIUM,NOT_RECOMMENDED
200,DST_0230,0.3357843137254902,0.6124121924891704,23,26.879166666666666,UNKNOWN,767428,699,DST_0230,26.879166666666666,UNKNOWN,DST_0230,26.879166666666666,UNKNOWN,OTHER,0.23363639418903498,0.5187199297098732,MEDIUM,NOT_RECOMMENDED
201,DST_0245,0.4970588235294118,0.4117423730250051,23,41.930416666666666,UNKNOWN,2408523,2634,DST_0245,41.930416666666666,UNKNOWN,DST_0245,41.930416666666666,UNKNOWN,OTHER,0.24789059334683708,0.5182081824776197,MEDIUM,NOT_RECOMMENDED
202,DST_0286,0.5004901960784314,0.4070603996333789,23,62.13041666666666,RELIABLE,1781000,2023,DST_0286,62.13041666666666,RELIABLE,DST_0286,62.13041666666666,RELIABLE,OTHER,0.24818101154652566,0.5180555257976716,MEDIUM,NOT_RECOMMENDED
