District_ID,district_name,state,Outlets_Stocking_Kestrel,Outlets_Stocking_Category,Estimated_Total_Universe,distribution_gap,distribution_gap_score,panel_coverage_pct
dst_0084,nilgiris,Tamil Nadu,9507,16083,1195.0,0.4088789404961761,40.89,56.08
dst_0258,baran,Rajasthan,11145,18822,1337.0,0.40787376474338544,40.79,58.66
dst_0032,nandurbar,Maharashtra,14814,24945,1710.0,0.4061334936861094,40.61,60.78
dst_0016,nanded,Maharashtra,32001,53836,3959.0,0.4055836243405899,40.56,56.66
dst_0231,rajanna sircilla,Telangana,4906,8251,603.0,0.4054054054054054,40.54,57.01
dst_0225,peddapalli,Telangana,8519,14307,1059.0,0.40455720975746134,40.46,56.29
dst_0292,sri sathya sai,Andhra Pradesh,16199,27142,2038.0,0.4031758897649399,40.32,55.49
dst_0167,banaskantha,Gujarat,25781,43163,3064.0,0.40270602136088784,40.27,58.7
dst_0149,bijnor,Uttar Pradesh,35011,58524,4235.0,0.40176679652792013,40.18,57.58
dst_0111,lucknow,Uttar Pradesh,67461,112380,7912.0,0.3997063534436732,39.97,59.18
dst_0254,tonk,Rajasthan,13404,22241,1574.0,0.39732925677802255,39.73,58.88
dst_0134,sambhal,Uttar Pradesh,18702,31030,2306.0,0.3972929423138898,39.73,56.07
dst_0026,wardha,Maharashtra,13265,21983,1641.0,0.39657917481690397,39.66,55.82
dst_0044,tumakuru,Karnataka,23702,39199,2968.0,0.39534171790096684,39.53,55.03
dst_0204,bankura,West Bengal,26590,43595,3280.0,0.39006766831058604,39.01,55.38
dst_0207,hyderabad,Telangana,105236,170216,8675.0,0.3817502467453119,38.18,81.76
dst_0002,mumbai city,Maharashtra,83802,135153,6787.0,0.3799471709839959,37.99,82.97
dst_0001,mumbai suburban,Maharashtra,230636,371072,18500.0,0.37846024491203867,37.85,83.57
dst_0184,kolkata,West Bengal,121942,195531,9892.0,0.3763546445320691,37.64,82.36
dst_0003,pune,Maharashtra,194772,310388,15596.0,0.3724886271376471,37.25,82.92
dst_0100,central delhi,Delhi NCR,16099,25618,1281.0,0.3715746740573035,37.16,83.33
dst_0090,tenkasi,Tamil Nadu,17823,28276,1973.0,0.3696774649879757,36.97,59.71
dst_0151,ahmedabad,Gujarat,177735,280046,14255.0,0.3653364090185184,36.53,81.86
dst_0098,virudhunagar,Tamil Nadu,25305,39476,2940.0,0.3589776066470767,35.9,55.95
dst_0286,nandyal,Andhra Pradesh,18179,28234,2023.0,0.3561309059998583,35.61,58.15
dst_0036,bengaluru,Karnataka,238253,366912,18500.0,0.3506535627071341,35.07,82.64
dst_0065,chennai,Tamil Nadu,196233,300211,15594.0,0.3463497340204057,34.63,80.22
dst_0056,kolar,Karnataka,16924,25827,1895.0,0.34471676927246675,34.47,56.79
dst_0256,churu,Rajasthan,22086,33189,2431.0,0.33453855192985626,33.45,56.89
dst_0311,bhind,Madhya Pradesh,18202,26834,1958.0,0.3216814489081017,32.17,57.1
dst_0285,chittoor,Andhra Pradesh,20694,28630,2152.0,0.2771917568983584,27.72,55.43
dst_0174,dahod,Gujarat,26056,29079,1969.0,0.10395818288111691,10.4,61.54
dst_0062,chamarajanagar,Karnataka,14249,15867,1059.0,0.10197264763345304,10.2,62.43
dst_0340,wayanad,Kerala,9385,10395,699.0,0.09716209716209712,9.72,61.96
dst_0136,hardoi,Uttar Pradesh,54283,59853,4019.0,0.09306133360065494,9.31,62.05
dst_0205,purulia,West Bengal,38110,41911,2877.0,0.09069218105032095,9.07,60.7
dst_0296,alluri sitharama raju,Andhra Pradesh,11560,12532,869.0,0.07756144270667087,7.76,60.09
dst_0203,birbhum,West Bengal,45839,49669,3439.0,0.07711047132013937,7.71,60.18
dst_0178,dang,Gujarat,2917,3146,217.0,0.07279084551811821,7.28,60.41
dst_0217,mahabubnagar,Telangana,21200,22809,1626.0,0.07054232978210351,7.05,58.45
dst_0321,panna,Madhya Pradesh,13528,14534,998.0,0.06921700839411038,6.92,60.68
dst_0269,barmer,Rajasthan,31291,33318,2338.0,0.06083798547331776,6.08,59.38
dst_0079,dharmapuri,Tamil Nadu,22044,23218,1564.0,0.05056421741752093,5.06,61.86
dst_0061,yadgir,Karnataka,17387,17780,1251.0,0.022103487064117022,2.21,59.22
dst_0022,buldhana,Maharashtra,40169,40747,2829.0,0.01418509338110785,1.42,60.01
dst_0129,budaun,Uttar Pradesh,52593,53309,3821.0,0.013431127952128197,1.34,58.13
