WCI_Rank,district_id,Demand_Signal,Mean_Distribution_Gap,Valid_Audit_Cycles,Mean_Panel_Coverage_Pct_x,Coverage_Status_x,Total_Population,Estimated_Total_Retail_Universe,District_Code_x,Mean_Panel_Coverage_Pct_y,Coverage_Status_y,District_Code_y,Mean_Panel_Coverage_Pct,Coverage_Status,Market_Opportunity,Competitive_Intensity,WCI,WCI_Priority,Recommended_Target,District_Name,State_Union_Territory
140,DST_0124,0.5519607843137255,0.43911968054063966,24,51.038333333333334,UNKNOWN,1998603,2774,DST_0124,51.038333333333334,UNKNOWN,DST_0124,51.038333333333334,UNKNOWN,OTHER,0.24957272387506674,0.552159696355387,MEDIUM,NOT_RECOMMENDED,Jhansi,Uttar Pradesh
141,DST_0225,0.582843137254902,0.3920904880378131,24,36.483333333333334,UNKNOWN,795332,1059,DST_0225,36.483333333333334,UNKNOWN,DST_0225,36.483333333333334,UNKNOWN,OTHER,0.24252812972322912,0.5510054566332947,MEDIUM,NOT_RECOMMENDED,Peddapalli,Telangana
142,DST_0031,0.4230392156862745,0.5984030434575954,24,25.375,UNKNOWN,1072942,1023,DST_0031,25.375,UNKNOWN,DST_0031,25.375,UNKNOWN,OTHER,0.24694511257886007,0.55041968975321,MEDIUM,NOT_RECOMMENDED,Gadchiroli,Maharashtra
143,DST_0088,0.5455882352941177,0.44083688978452135,23,50.219166666666666,UNKNOWN,1210277,1679,DST_0088,50.219166666666666,UNKNOWN,DST_0088,50.219166666666666,UNKNOWN,OTHER,0.24837991407657262,0.550131634491621,MEDIUM,NOT_RECOMMENDED,Ranipet,Tamil Nadu
144,DST_0063,0.4857843137254902,0.5149305009157671,23,51.35833333333333,UNKNOWN,1064570,1388,DST_0063,51.35833333333333,UNKNOWN,DST_0063,51.35833333333333,UNKNOWN,OTHER,0.24520218828385207,0.5497881788402187,MEDIUM,NOT_RECOMMENDED,Gadag,Karnataka
146,DST_0090,0.596078431372549,0.3732508399611922,22,36.60666666666666,UNKNOWN,1407627,1973,DST_0090,36.60666666666666,UNKNOWN,DST_0090,36.60666666666666,UNKNOWN,OTHER,0.25185914467453063,0.5485012591691582,MEDIUM,NOT_RECOMMENDED,Tenkasi,Tamil Nadu
147,DST_0140,0.5220588235294118,0.47077748429581234,24,38.83625,UNKNOWN,3108367,3226,DST_0140,38.83625,UNKNOWN,DST_0140,38.83625,UNKNOWN,OTHER,0.2578131808190952,0.5481359539279507,MEDIUM,NOT_RECOMMENDED,Unnao,Uttar Pradesh
148,DST_0295,0.4259803921568628,0.583362302699674,24,24.211250000000003,UNKNOWN,925000,921,DST_0295,24.211250000000003,UNKNOWN,DST_0295,24.211250000000003,UNKNOWN,OTHER,0.24609459091004532,0.5466490642334652,MEDIUM,NOT_RECOMMENDED,Parvathipuram Manyam,Andhra Pradesh
150,DST_0099,0.3975490196078431,0.6218481046401648,24,27.540000000000003,UNKNOWN,1370281,1345,DST_0099,27.540000000000003,UNKNOWN,DST_0099,27.540000000000003,UNKNOWN,OTHER,0.25079652661554946,0.5463845901244772,MEDIUM,NOT_RECOMMENDED,Kallakurichi,Tamil Nadu
151,DST_0047,0.4975490196078431,0.4906879321055497,24,37.842083333333335,UNKNOWN,1945497,2427,DST_0047,37.842083333333335,UNKNOWN,DST_0047,37.842083333333335,UNKNOWN,OTHER,0.24772355383902472,0.5460931242926669,MEDIUM,NOT_RECOMMENDED,Davanagere,Karnataka
152,DST_0280,0.5240196078431373,0.4635896813545335,24,52.779583333333335,UNKNOWN,2071000,2468,DST_0280,52.779583333333335,UNKNOWN,DST_0280,52.779583333333335,UNKNOWN,OTHER,0.262559813486421,0.5455532493062143,MEDIUM,NOT_RECOMMENDED,Eluru,Andhra Pradesh
153,DST_0137,0.5387254901960784,0.4368449690314889,24,37.4925,UNKNOWN,2632733,2548,DST_0137,37.4925,UNKNOWN,DST_0137,37.4925,UNKNOWN,OTHER,0.2499691297322654,0.5453283838028034,MEDIUM,NOT_RECOMMENDED,Fatehpur,Uttar Pradesh
155,DST_0173,0.5294117647058824,0.4378519867018056,24,49.199999999999996,UNKNOWN,2390776,2381,DST_0173,49.199999999999996,UNKNOWN,DST_0173,49.199999999999996,UNKNOWN,OTHER,0.24130539336876017,0.543222410789527,MEDIUM,NOT_RECOMMENDED,Panchmahal,Gujarat
156,DST_0177,0.4225490196078432,0.5745605541982374,24,15.101666666666667,UNKNOWN,807022,758,DST_0177,15.101666666666667,UNKNOWN,DST_0177,15.101666666666667,UNKNOWN,OTHER,0.24145538077560763,0.5429521766377909,MEDIUM,NOT_RECOMMENDED,Tapi,Gujarat
158,DST_0290,0.5563725490196079,0.40568914473593626,23,42.73166666666666,UNKNOWN,1779000,2070,DST_0290,42.73166666666666,UNKNOWN,DST_0290,42.73166666666666,UNKNOWN,OTHER,0.25157545923019076,0.542043755870363,MEDIUM,NOT_RECOMMENDED,West Godavari,Andhra Pradesh
159,DST_0331,0.5333333333333333,0.4463213435238471,23,58.925000000000004,UNKNOWN,2635375,3768,DST_0331,58.925000000000004,UNKNOWN,DST_0331,58.925000000000004,UNKNOWN,OTHER,0.272478799567853,0.5417167103197759,MEDIUM,NOT_RECOMMENDED,Kollam,Kerala
160,DST_0050,0.517156862745098,0.4534974279642478,24,46.1,UNKNOWN,2177331,2442,DST_0050,46.1,UNKNOWN,DST_0050,46.1,UNKNOWN,OTHER,0.24928555350801002,0.5415875773211788,MEDIUM,NOT_RECOMMENDED,Vijayapura,Karnataka
162,DST_0026,0.5642156862745098,0.3893272916111205,24,44.91166666666667,UNKNOWN,1300774,1641,DST_0026,44.91166666666667,UNKNOWN,DST_0026,44.91166666666667,UNKNOWN,OTHER,0.2451502904302457,0.5411315528013725,MEDIUM,NOT_RECOMMENDED,Wardha,Maharashtra
163,DST_0138,0.5377450980392157,0.4233542459414196,24,57.80375,UNKNOWN,3405559,3153,DST_0138,57.80375,UNKNOWN,DST_0138,57.80375,UNKNOWN,OTHER,0.24787875728898992,0.5405835287393459,MEDIUM,NOT_RECOMMENDED,Raebareli,Uttar Pradesh
164,DST_0322,0.403921568627451,0.5877882316165975,24,27.832916666666666,UNKNOWN,1311332,1397,DST_0322,27.832916666666666,UNKNOWN,DST_0322,27.832916666666666,UNKNOWN,OTHER,0.2355126680040677,0.5403880533473485,MEDIUM,NOT_RECOMMENDED,Sehore,Madhya Pradesh
165,DST_0035,0.5186274509803922,0.448928092621004,24,46.354166666666664,UNKNOWN,1836086,2265,DST_0035,46.354166666666664,UNKNOWN,DST_0035,46.354166666666664,UNKNOWN,OTHER,0.25090450956780985,0.5403262834449659,MEDIUM,NOT_RECOMMENDED,Parbhani,Maharashtra
167,DST_0197,0.503921568627451,0.46572297015965836,24,51.376666666666665,UNKNOWN,1846823,2485,DST_0197,51.376666666666665,UNKNOWN,DST_0197,51.376666666666665,UNKNOWN,OTHER,0.24901082608315178,0.539965580221603,MEDIUM,NOT_RECOMMENDED,Darjeeling,West Bengal
169,DST_0082,0.538235294117647,0.4178030167275726,24,43.49625,UNKNOWN,1616450,1813,DST_0082,43.49625,UNKNOWN,DST_0082,43.49625,UNKNOWN,OTHER,0.24907274637917518,0.5386223889317565,MEDIUM,NOT_RECOMMENDED,Nagapattinam,Tamil Nadu
170,DST_0095,0.4799019607843137,0.498414838904115,23,37.45375,UNKNOWN,2464875,2662,DST_0095,37.45375,UNKNOWN,DST_0095,37.45375,UNKNOWN,OTHER,0.263276927096137,0.537745690550154,MEDIUM,NOT_RECOMMENDED,Tiruvannamalai,Tamil Nadu
171,DST_0220,0.46715686274509804,0.4955368213540605,24,43.752916666666664,UNKNOWN,985417,1091,DST_0220,43.752916666666664,UNKNOWN,DST_0220,43.752916666666664,UNKNOWN,OTHER,0.23057989449454955,0.5375424968103054,MEDIUM,NOT_RECOMMENDED,Jagtial,Telangana
172,DST_0131,0.5073529411764706,0.45481327431047774,24,44.885416666666664,UNKNOWN,2335819,2686,DST_0131,44.885416666666664,UNKNOWN,DST_0131,44.885416666666664,UNKNOWN,OTHER,0.2531289225760162,0.5368676850228757,MEDIUM,NOT_RECOMMENDED,Rampur,Uttar Pradesh
173,DST_0191,0.5068627450980392,0.4713848311008438,24,47.430416666666666,UNKNOWN,4835532,6576,DST_0191,47.430416666666666,UNKNOWN,DST_0191,47.430416666666666,UNKNOWN,OTHER,0.28176146786883904,0.5367206326056452,MEDIUM,NOT_RECOMMENDED,Purba Bardhaman,West Bengal
174,DST_0268,0.432843137254902,0.5377224396229612,24,28.325416666666666,UNKNOWN,669919,657,DST_0268,28.325416666666666,UNKNOWN,DST_0268,28.325416666666666,UNKNOWN,OTHER,0.23185566009827396,0.5366111336130875,MEDIUM,NOT_RECOMMENDED,Jaisalmer,Rajasthan
175,DST_0130,0.5245098039215687,0.4401473189510318,24,59.98083333333333,UNKNOWN,3006538,3247,DST_0130,59.98083333333333,UNKNOWN,DST_0130,59.98083333333333,UNKNOWN,OTHER,0.2676584092314968,0.5365492915512676,MEDIUM,NOT_RECOMMENDED,Shahjahanpur,Uttar Pradesh
176,DST_0279,0.5406862745098039,0.414215629604584,24,44.302083333333336,UNKNOWN,2241000,2796,DST_0279,44.302083333333336,UNKNOWN,DST_0279,44.302083333333336,UNKNOWN,OTHER,0.26020687623209976,0.5362429186445963,MEDIUM,NOT_RECOMMENDED,Anantapur,Andhra Pradesh
177,DST_0132,0.5338235294117647,0.42256422477242506,24,37.27166666666667,UNKNOWN,2496970,2486,DST_0132,37.27166666666667,UNKNOWN,DST_0132,37.27166666666667,UNKNOWN,OTHER,0.2599024589337068,0.5361375751189015,MEDIUM,NOT_RECOMMENDED,Mirzapur,Uttar Pradesh
178,DST_0053,0.48529411764705876,0.4749392969580113,24,42.342083333333335,UNKNOWN,1659456,1792,DST_0053,42.342083333333335,UNKNOWN,DST_0053,42.342083333333335,UNKNOWN,OTHER,0.24376506689920613,0.5358580934966392,MEDIUM,NOT_RECOMMENDED,Chitradurga,Karnataka
179,DST_0233,0.36715686274509807,0.6220119376793801,24,22.207916666666666,UNKNOWN,566376,556,DST_0233,22.207916666666666,UNKNOWN,DST_0233,22.207916666666666,UNKNOWN,OTHER,0.23738245470970676,0.5354482754811358,MEDIUM,NOT_RECOMMENDED,Jangaon,Telangana
180,DST_0283,0.4985294117647059,0.4610334361337327,24,53.65625,UNKNOWN,2191000,2304,DST_0283,53.65625,UNKNOWN,DST_0283,53.65625,UNKNOWN,OTHER,0.2513231913864799,0.535435299663628,MEDIUM,NOT_RECOMMENDED,Srikakulam,Andhra Pradesh
181,DST_0222,0.48921568627450973,0.47445883933292365,22,52.465833333333336,UNKNOWN,807037,1142,DST_0222,52.465833333333336,UNKNOWN,DST_0222,52.465833333333336,UNKNOWN,OTHER,0.2587952830855184,0.5344485959729489,MEDIUM,NOT_RECOMMENDED,Mancherial,Telangana
182,DST_0006,0.5137254901960784,0.4654636559996163,24,55.08083333333334,UNKNOWN,4653570,8153,DST_0006,55.08083333333334,UNKNOWN,DST_0006,55.08083333333334,UNKNOWN,OTHER,0.3016051923273256,0.5337677117226358,MEDIUM,NOT_RECOMMENDED,Nagpur,Maharashtra
183,DST_0277,0.5127450980392156,0.43816741822542754,24,39.02708333333333,UNKNOWN,2469000,3185,DST_0277,39.02708333333333,UNKNOWN,DST_0277,39.02708333333333,UNKNOWN,OTHER,0.263657524933001,0.5313623855099464,MEDIUM,NOT_RECOMMENDED,Nellore,Andhra Pradesh
184,DST_0167,0.5401960784313725,0.39508499249711576,24,41.88166666666667,UNKNOWN,3120506,3064,DST_0167,41.88166666666667,UNKNOWN,DST_0167,41.88166666666667,UNKNOWN,OTHER,0.2565407240924565,0.5300598378496169,MEDIUM,NOT_RECOMMENDED,Banaskantha,Gujarat
185,DST_0051,0.4911764705882353,0.44748896496241836,24,46.38458333333333,UNKNOWN,1889552,2358,DST_0051,46.38458333333333,UNKNOWN,DST_0051,46.38458333333333,UNKNOWN,OTHER,0.23881904303426768,0.5298867408946988,MEDIUM,NOT_RECOMMENDED,Bagalkote,Karnataka
186,DST_0302,0.509313725490196,0.43159606618476065,24,51.91375,UNKNOWN,2378458,2901,DST_0302,51.91375,UNKNOWN,DST_0302,51.91375,UNKNOWN,OTHER,0.25512494199552926,0.5292248112361486,MEDIUM,NOT_RECOMMENDED,Sagar,Madhya Pradesh
187,DST_0238,0.3848039215686274,0.5820591955457467,24,17.917083333333334,UNKNOWN,566874,548,DST_0238,17.917083333333334,UNKNOWN,DST_0238,17.917083333333334,UNKNOWN,OTHER,0.2387043398792125,0.5291416151710512,MEDIUM,NOT_RECOMMENDED,Narayanpet,Telangana
188,DST_0292,0.5397058823529413,0.38992985283298753,24,57.67583333333334,UNKNOWN,1840000,2038,DST_0292,57.67583333333334,UNKNOWN,DST_0292,57.67583333333334,UNKNOWN,OTHER,0.2522192638543034,0.5288992427795085,MEDIUM,NOT_RECOMMENDED,Sri Sathya Sai,Andhra Pradesh
189,DST_0281,0.45539215686274503,0.49367223948181455,24,55.56041666666667,UNKNOWN,1832000,2440,DST_0281,55.56041666666667,UNKNOWN,DST_0281,55.56041666666667,UNKNOWN,OTHER,0.247931817868612,0.5281253908331479,MEDIUM,NOT_RECOMMENDED,Rajahmundry,Andhra Pradesh
190,DST_0033,0.48921568627450984,0.45127431927738276,24,51.11083333333334,UNKNOWN,2585049,2791,DST_0033,51.11083333333334,UNKNOWN,DST_0033,51.11083333333334,UNKNOWN,OTHER,0.2554245241174923,0.527008165747115,MEDIUM,NOT_RECOMMENDED,Beed,Maharashtra
191,DST_0017,0.4519607843137255,0.4974374392415141,23,41.13791666666666,UNKNOWN,2634200,3471,DST_0017,41.13791666666666,UNKNOWN,DST_0017,41.13791666666666,UNKNOWN,OTHER,0.2525952895509262,0.5269663987655212,MEDIUM,NOT_RECOMMENDED,Raigad,Maharashtra
192,DST_0252,0.4661764705882353,0.47425203652142484,24,57.90708333333333,UNKNOWN,1774692,1916,DST_0252,57.90708333333333,UNKNOWN,DST_0252,57.90708333333333,UNKNOWN,OTHER,0.2504527061903531,0.525677083309134,MEDIUM,NOT_RECOMMENDED,Hanumangarh,Rajasthan
193,DST_0163,0.471078431372549,0.46375798546165115,24,41.05291666666667,UNKNOWN,1705678,2248,DST_0163,41.05291666666667,UNKNOWN,DST_0163,41.05291666666667,UNKNOWN,OTHER,0.2551972278203648,0.523261143465152,MEDIUM,NOT_RECOMMENDED,Valsad,Gujarat
194,DST_0325,0.4647058823529412,0.459213102474147,23,35.24125,UNKNOWN,786725,882,DST_0325,35.24125,UNKNOWN,DST_0325,35.24125,UNKNOWN,OTHER,0.24544695604863204,0.5207528417150485,MEDIUM,NOT_RECOMMENDED,Datia,Madhya Pradesh
195,DST_0055,0.3431372549019608,0.6107851953309479,24,23.668333333333333,UNKNOWN,554519,560,DST_0055,23.668333333333333,UNKNOWN,DST_0055,23.668333333333333,UNKNOWN,OTHER,0.2394746633057931,0.5202916504105555,MEDIUM,NOT_RECOMMENDED,Kodagu,Karnataka
196,DST_0027,0.3573529411764706,0.5975647448269529,24,15.742916666666666,UNKNOWN,1200334,1279,DST_0027,15.742916666666666,UNKNOWN,DST_0027,15.742916666666666,UNKNOWN,OTHER,0.25081127713465634,0.5197942287919141,MEDIUM,NOT_RECOMMENDED,Bhandara,Maharashtra
197,DST_0012,0.48137254901960785,0.44276287947116894,24,51.38125,UNKNOWN,3003741,3201,DST_0012,51.38125,UNKNOWN,DST_0012,51.38125,UNKNOWN,OTHER,0.2593391498158846,0.5197168249105557,MEDIUM,NOT_RECOMMENDED,Satara,Maharashtra
198,DST_0117,0.4818627450980392,0.46749740809884305,24,44.23458333333334,UNKNOWN,4681645,8136,DST_0117,44.23458333333334,UNKNOWN,DST_0117,44.23458333333334,UNKNOWN,OTHER,0.30522948735640487,0.5194164306574318,MEDIUM,NOT_RECOMMENDED,Ghaziabad,Uttar Pradesh
199,DST_0042,0.471078431372549,0.4479586149684774,24,36.59916666666667,UNKNOWN,1177361,1403,DST_0042,36.59916666666667,UNKNOWN,DST_0042,36.59916666666667,UNKNOWN,OTHER,0.2482944311067908,0.5191119231352559,MEDIUM,NOT_RECOMMENDED,Udupi,Karnataka
200,DST_0230,0.3357843137254902,0.6124121924891704,23,26.879166666666666,UNKNOWN,767428,699,DST_0230,26.879166666666666,UNKNOWN,DST_0230,26.879166666666666,UNKNOWN,OTHER,0.23363639418903498,0.5187199297098732,MEDIUM,NOT_RECOMMENDED,Medak,Telangana
201,DST_0245,0.4970588235294118,0.4117423730250051,23,41.930416666666666,UNKNOWN,2408523,2634,DST_0245,41.930416666666666,UNKNOWN,DST_0245,41.930416666666666,UNKNOWN,OTHER,0.24789059334683708,0.5182081824776197,MEDIUM,NOT_RECOMMENDED,Bhilwara,Rajasthan
203,DST_0291,0.5078431372549019,0.39667122266935717,24,35.62166666666667,UNKNOWN,1726000,2105,DST_0291,35.62166666666667,UNKNOWN,DST_0291,35.62166666666667,UNKNOWN,OTHER,0.24878461314205733,0.5176074170705693,MEDIUM,NOT_RECOMMENDED,Anakapalli,Andhra Pradesh
204,DST_0282,0.4759803921568627,0.441685756633079,24,41.53916666666667,UNKNOWN,2288000,2535,DST_0282,41.53916666666667,UNKNOWN,DST_0282,41.53916666666667,UNKNOWN,OTHER,0.26151392154626085,0.5164784069829137,MEDIUM,NOT_RECOMMENDED,Prakasam,Andhra Pradesh
205,DST_0263,0.46225490196078434,0.45124201581071915,24,46.14458333333334,UNKNOWN,1828730,1667,DST_0263,46.14458333333334,UNKNOWN,DST_0263,46.14458333333334,UNKNOWN,OTHER,0.2508208327728352,0.5157852448615377,MEDIUM,NOT_RECOMMENDED,Jalore,Rajasthan
206,DST_0150,0.4549019607843137,0.4610261245911595,23,44.504999999999995,UNKNOWN,3620268,3301,DST_0150,44.504999999999995,UNKNOWN,DST_0150,44.504999999999995,UNKNOWN,OTHER,0.26481798867281603,0.5131014282252838,MEDIUM,NOT_RECOMMENDED,Ghazipur,Uttar Pradesh
207,DST_0250,0.46372549019607845,0.44110492241730875,24,43.50958333333333,UNKNOWN,1969168,2319,DST_0250,43.50958333333333,UNKNOWN,DST_0250,43.50958333333333,UNKNOWN,OTHER,0.25626534739838214,0.511810123954617,MEDIUM,NOT_RECOMMENDED,Sri Ganganagar,Rajasthan
208,DST_0126,0.42843137254901964,0.48051506965426904,24,44.18083333333333,UNKNOWN,2470996,2461,DST_0126,44.18083333333333,UNKNOWN,DST_0126,44.18083333333333,UNKNOWN,OTHER,0.24708299721782967,0.511557792582487,MEDIUM,NOT_RECOMMENDED,Ayodhya,Uttar Pradesh
209,DST_0057,0.3397058823529412,0.5885712640010478,24,16.08375,UNKNOWN,1389920,1442,DST_0057,16.08375,UNKNOWN,DST_0057,16.08375,UNKNOWN,OTHER,0.2481412310956644,0.5092393432400574,MEDIUM,NOT_RECOMMENDED,Koppal,Karnataka
210,DST_0056,0.4764705882352942,0.40231148066702893,23,53.67166666666666,UNKNOWN,1536401,1895,DST_0056,53.67166666666666,UNKNOWN,DST_0056,53.67166666666666,UNKNOWN,OTHER,0.2413656191169645,0.5069476591159496,MEDIUM,NOT_RECOMMENDED,Kolar,Karnataka
212,DST_0338,0.2980392156862745,0.6285180253043843,24,25.370416666666667,UNKNOWN,1197412,1142,DST_0338,25.370416666666667,UNKNOWN,DST_0338,25.370416666666667,UNKNOWN,OTHER,0.23694562913687905,0.5067098300879822,MEDIUM,NOT_RECOMMENDED,Pathanamthitta,Kerala
213,DST_0083,0.43039215686274507,0.4626064349560885,23,52.369166666666665,UNKNOWN,1726601,2348,DST_0083,52.369166666666665,UNKNOWN,DST_0083,52.369166666666665,UNKNOWN,OTHER,0.246608486787914,0.5062670254652835,MEDIUM,NOT_RECOMMENDED,Namakkal,Tamil Nadu
214,DST_0284,0.4573529411764705,0.4303877472268147,23,43.10166666666667,UNKNOWN,1930000,2165,DST_0284,43.10166666666667,UNKNOWN,DST_0284,43.10166666666667,UNKNOWN,OTHER,0.25414029506939584,0.5056164760449178,MEDIUM,NOT_RECOMMENDED,Vizianagaram,Andhra Pradesh
215,DST_0185,0.5053921568627451,0.422411326224478,24,46.845416666666665,UNKNOWN,10009781,15995,DST_0185,46.845416666666665,UNKNOWN,DST_0185,46.845416666666665,UNKNOWN,OTHER,0.34896762348914784,0.505476910068973,MEDIUM,NOT_RECOMMENDED,North 24 Parganas,West Bengal
216,DST_0234,0.30294117647058827,0.6198584822082096,24,23.12875,UNKNOWN,257744,220,DST_0234,23.12875,UNKNOWN,DST_0234,23.12875,UNKNOWN,OTHER,0.24054495703692025,0.5051650067772541,MEDIUM,NOT_RECOMMENDED,Mulugu,Telangana
218,DST_0306,0.4495098039215686,0.4364359160151167,24,38.944583333333334,UNKNOWN,2365106,2454,DST_0306,38.944583333333334,UNKNOWN,DST_0306,38.944583333333334,UNKNOWN,OTHER,0.25099815139010084,0.5048323520919765,MEDIUM,NOT_RECOMMENDED,Rewa,Madhya Pradesh
219,DST_0143,0.4607843137254902,0.4173098685059728,24,42.78,UNKNOWN,2464464,2178,DST_0143,42.78,UNKNOWN,DST_0143,42.78,UNKNOWN,OTHER,0.24463311290265527,0.50448477257303,MEDIUM,NOT_RECOMMENDED,Basti,Uttar Pradesh
220,DST_0333,0.43676470588235294,0.4534435727090025,24,58.93375,UNKNOWN,2809934,3192,DST_0333,58.93375,UNKNOWN,DST_0333,58.93375,UNKNOWN,OTHER,0.25535373470186223,0.5041786211548372,MEDIUM,NOT_RECOMMENDED,Palakkad,Kerala
221,DST_0120,0.4495098039215686,0.442245156789316,24,39.69916666666666,UNKNOWN,3673889,4636,DST_0120,39.69916666666666,UNKNOWN,DST_0120,39.69916666666666,UNKNOWN,OTHER,0.26553572955636195,0.5039580707296941,MEDIUM,NOT_RECOMMENDED,Aligarh,Uttar Pradesh
222,DST_0270,0.3034313725490196,0.620555407595242,24,13.633333333333333,UNKNOWN,867848,791,DST_0270,13.633333333333333,UNKNOWN,DST_0270,13.633333333333333,UNKNOWN,OTHER,0.24920044176753514,0.5038984219518865,MEDIUM,NOT_RECOMMENDED,Pratapgarh,Rajasthan
223,DST_0172,0.31862745098039214,0.5983026854360537,24,21.628333333333334,UNKNOWN,994624,934,DST_0172,21.628333333333334,UNKNOWN,DST_0172,21.628333333333334,UNKNOWN,OTHER,0.2464269693895546,0.5035028989658843,MEDIUM,NOT_RECOMMENDED,Mahisagar,Gujarat
224,DST_0019,0.2926470588235294,0.6180032746035794,24,25.39833333333333,UNKNOWN,849651,834,DST_0019,25.39833333333333,UNKNOWN,DST_0019,25.39833333333333,UNKNOWN,OTHER,0.22490832031074764,0.5030106585196915,MEDIUM,NOT_RECOMMENDED,Sindhudurg,Maharashtra
225,DST_0289,0.4088235294117647,0.4800496306256496,24,47.32,UNKNOWN,1586000,1735,DST_0289,47.32,UNKNOWN,DST_0289,47.32,UNKNOWN,OTHER,0.24656876735836394,0.5026742054825987,MEDIUM,NOT_RECOMMENDED,Bapatla,Andhra Pradesh
226,DST_0149,0.48872549019607847,0.38873468236784486,24,41.12291666666667,UNKNOWN,3682713,4235,DST_0149,41.12291666666667,UNKNOWN,DST_0149,41.12291666666667,UNKNOWN,OTHER,0.2681356232581163,0.5023564847653578,MEDIUM,NOT_RECOMMENDED,Bijnor,Uttar Pradesh
227,DST_0125,0.4632352941176471,0.4185186288625585,23,35.1925,UNKNOWN,2547184,3107,DST_0125,35.1925,UNKNOWN,DST_0125,35.1925,UNKNOWN,OTHER,0.2629418177180075,0.5023490389112352,MEDIUM,NOT_RECOMMENDED,Mathura,Uttar Pradesh
228,DST_0223,0.40441176470588236,0.4788339690993339,24,51.185833333333335,UNKNOWN,709418,776,DST_0223,51.185833333333335,UNKNOWN,DST_0223,51.185833333333335,UNKNOWN,OTHER,0.2362408202467611,0.5023290192530617,MEDIUM,NOT_RECOMMENDED,Nirmal,Telangana
229,DST_0148,0.4254901960784314,0.46238945062819536,24,56.37583333333333,UNKNOWN,4021243,3836,DST_0148,56.37583333333333,UNKNOWN,DST_0148,56.37583333333333,UNKNOWN,OTHER,0.26912346514664554,0.49948220292583345,LOW,NOT_RECOMMENDED,Lakhimpur Kheri,Uttar Pradesh
230,DST_0112,0.4519607843137255,0.441670303499129,23,43.02333333333333,UNKNOWN,4581268,7898,DST_0112,43.02333333333333,UNKNOWN,DST_0112,43.02333333333333,UNKNOWN,OTHER,0.2948273119209751,0.4990014967816766,LOW,NOT_RECOMMENDED,Kanpur Nagar,Uttar Pradesh
231,DST_0318,0.4323529411764706,0.4414082483656671,24,53.865,UNKNOWN,1874309,1919,DST_0318,53.865,UNKNOWN,DST_0318,53.865,UNKNOWN,OTHER,0.25256949400794293,0.4985378116558067,LOW,NOT_RECOMMENDED,Khargone,Madhya Pradesh
232,DST_0307,0.28921568627450983,0.618675011386631,24,17.550833333333333,UNKNOWN,1178272,1256,DST_0307,17.550833333333333,UNKNOWN,DST_0307,17.550833333333333,UNKNOWN,OTHER,0.24082915944019723,0.49851748092081083,LOW,NOT_RECOMMENDED,Singrauli,Madhya Pradesh
233,DST_0293,0.4387254901960784,0.4292901562341737,24,54.645,UNKNOWN,1697000,1832,DST_0293,54.645,UNKNOWN,DST_0293,54.645,UNKNOWN,OTHER,0.2463026515967456,0.498417494950847,LOW,NOT_RECOMMENDED,Annamayya,Andhra Pradesh
234,DST_0127,0.4602941176470588,0.42035545078079717,24,35.33416666666667,UNKNOWN,4143512,4997,DST_0127,35.33416666666667,UNKNOWN,DST_0127,35.33416666666667,UNKNOWN,OTHER,0.2802030870428937,0.4982161433058767,LOW,NOT_RECOMMENDED,Muzaffarnagar,Uttar Pradesh
236,DST_0236,0.296078431372549,0.6087305115454261,24,15.589583333333332,UNKNOWN,774549,728,DST_0236,15.589583333333332,UNKNOWN,DST_0236,15.589583333333332,UNKNOWN,OTHER,0.2452391097010854,0.49724315121832907,LOW,NOT_RECOMMENDED,Mahabubabad,Telangana
237,DST_0199,0.3137254901960784,0.5886310341716888,24,27.555000000000003,UNKNOWN,1491250,1568,DST_0199,27.555000000000003,UNKNOWN,DST_0199,27.555000000000003,UNKNOWN,OTHER,0.25018500603419525,0.4971603313414874,LOW,NOT_RECOMMENDED,Alipurduar,West Bengal
238,DST_0278,0.4151960784313725,0.45630265292341293,24,50.87166666666667,UNKNOWN,2060000,2686,DST_0278,50.87166666666667,UNKNOWN,DST_0278,50.87166666666667,UNKNOWN,OTHER,0.2469654517910155,0.497151073459109,LOW,NOT_RECOMMENDED,Kadapa,Andhra Pradesh
239,DST_0046,0.4392156862745098,0.4296612818333645,24,41.54,UNKNOWN,2566326,3238,DST_0046,41.54,UNKNOWN,DST_0046,41.54,UNKNOWN,OTHER,0.25670934883821184,0.4966866376975646,LOW,NOT_RECOMMENDED,Kalaburagi,Karnataka
240,DST_0324,0.29901960784313725,0.6017954432085267,24,26.102500000000003,UNKNOWN,1379131,1334,DST_0324,26.102500000000003,UNKNOWN,DST_0324,26.102500000000003,UNKNOWN,OTHER,0.24455456625385122,0.49627631540162587,LOW,NOT_RECOMMENDED,Seoni,Madhya Pradesh
241,DST_0206,0.30392156862745096,0.5969785654510403,24,16.932916666666667,UNKNOWN,1136548,1052,DST_0206,16.932916666666667,UNKNOWN,DST_0206,16.932916666666667,UNKNOWN,OTHER,0.24821684919440012,0.496063833951337,LOW,NOT_RECOMMENDED,Jhargram,West Bengal
242,DST_0021,0.43529411764705883,0.4367529265099605,24,59.010416666666664,UNKNOWN,2772348,3071,DST_0021,59.010416666666664,UNKNOWN,DST_0021,59.010416666666664,UNKNOWN,OTHER,0.2634185056979543,0.4960621760800718,LOW,NOT_RECOMMENDED,Yavatmal,Maharashtra
