district_id,numeric_id,district_name,state,population,urban_share,true_archetype,is_historical_marketing_failure_district,total_retail_universe,panel_sampled_outlets,true_panel_coverage_pct,analytical_ground_truth_description,optimal_strategic_action
DST_0122,122,Saharanpur,Uttar Pradesh,3466382,0.3,DEVELOPING_URBAN,False,4228,17,51.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0123,123,Gorakhpur,Uttar Pradesh,4440895,0.19,DEVELOPING_URBAN,False,4733,17,58.4,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0124,124,Jhansi,Uttar Pradesh,1998603,0.42,DEVELOPING_URBAN,False,2774,17,50.9,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0125,125,Mathura,Uttar Pradesh,2547184,0.3,DEVELOPING_URBAN,False,3107,14,35.0,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0126,126,Ayodhya,Uttar Pradesh,2470996,0.14,DEVELOPING_URBAN,False,2461,14,44.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0127,127,Muzaffarnagar,Uttar Pradesh,4143512,0.29,DEVELOPING_URBAN,False,4997,17,35.6,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0128,128,Firozabad,Uttar Pradesh,2498156,0.34,DEVELOPING_URBAN,False,3187,17,62.9,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0129,129,Budaun,Uttar Pradesh,3681896,0.17,TYPE_B,False,3821,17,62.0,"DISTRIBUTION FAILURE (TRAP): High Kestrel listing, but zero category demand. Marketing will NOT fix this.",AVOID_DO_NOT_INVEST_MARKETING
DST_0130,130,Shahjahanpur,Uttar Pradesh,3006538,0.2,DEVELOPING_URBAN,False,3247,17,59.9,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0131,131,Rampur,Uttar Pradesh,2335819,0.25,DEVELOPING_URBAN,False,2686,15,44.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0132,132,Mirzapur,Uttar Pradesh,2496970,0.14,DEVELOPING_URBAN,False,2486,11,36.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0133,133,Bulandshahr,Uttar Pradesh,3499171,0.25,DEVELOPING_URBAN,False,4024,17,61.3,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0134,134,Sambhal,Uttar Pradesh,2192790,0.18,DEVELOPING_URBAN,False,2306,17,63.4,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0135,135,Amroha,Uttar Pradesh,1840221,0.25,DEVELOPING_URBAN,False,2116,10,37.6,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0136,136,Hardoi,Uttar Pradesh,4092845,0.13,TYPE_B,False,4019,17,52.1,"DISTRIBUTION FAILURE (TRAP): High Kestrel listing, but zero category demand. Marketing will NOT fix this.",AVOID_DO_NOT_INVEST_MARKETING
DST_0137,137,Fatehpur,Uttar Pradesh,2632733,0.12,DEVELOPING_URBAN,False,2548,12,37.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0138,138,Raebareli,Uttar Pradesh,3405559,0.09,DEVELOPING_URBAN,False,3153,17,57.8,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0139,139,Sitapur,Uttar Pradesh,4483992,0.12,DEVELOPING_URBAN,False,4340,17,58.0,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0140,140,Unnao,Uttar Pradesh,3108367,0.17,DEVELOPING_URBAN,False,3226,16,38.9,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0141,141,Jaunpur,Uttar Pradesh,4494204,0.08,DEVELOPING_URBAN,False,4098,17,49.3,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0142,142,Barabanki,Uttar Pradesh,3260699,0.1,DEVELOPING_URBAN,False,3065,17,51.5,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0143,143,Basti,Uttar Pradesh,2464464,0.06,DEVELOPING_URBAN,False,2178,12,43.0,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0144,144,Deoria,Uttar Pradesh,3100946,0.1,DEVELOPING_URBAN,False,2914,17,61.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0145,145,Gonda,Uttar Pradesh,3433919,0.07,DEVELOPING_URBAN,False,3083,17,47.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0146,146,Sultanpur,Uttar Pradesh,3797117,0.05,DEVELOPING_URBAN,False,3303,17,41.4,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0147,147,Ballia,Uttar Pradesh,3239774,0.09,DEVELOPING_URBAN,False,3000,17,51.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0148,148,Lakhimpur Kheri,Uttar Pradesh,4021243,0.11,DEVELOPING_URBAN,False,3836,17,56.9,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0149,149,Bijnor,Uttar Pradesh,3682713,0.25,DEVELOPING_URBAN,False,4235,17,41.0,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0150,150,Ghazipur,Uttar Pradesh,3620268,0.08,DEVELOPING_URBAN,False,3301,17,44.4,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0151,151,Ahmedabad,Gujarat,7214225,0.84,CORE_METRO,False,14255,17,88.0,"CORE METRO: High volume anchor market, high category and steady Kestrel share.",MAINTAIN_MATURE_PRESENCE
DST_0152,152,Surat,Gujarat,6081322,0.8,TYPE_D,False,11676,17,73.0,"COMPETITIVE LOCKOUT (HARD MOAT): Strong category demand, reasonable Kestrel dist, but 2 rivals hold >85% share with exclusive chillers.",HIGH_COST_BARRIER_ACQUIRE_CHILLER_CONTRACTS
DST_0153,153,Vadodara,Gujarat,4165626,0.5,TYPE_A,False,6248,17,63.8,"REAL WHITESPACE (WINNER): High category velocity, strong audience buzz, low Kestrel distribution (2-8%). Prime expansion target.",EXPAND_DISTRIBUTION_IMMEDIATELY
DST_0154,154,Rajkot,Gujarat,3804556,0.58,TYPE_A,False,6132,17,65.4,"REAL WHITESPACE (WINNER): High category velocity, strong audience buzz, low Kestrel distribution (2-8%). Prime expansion target.",EXPAND_DISTRIBUTION_IMMEDIATELY
DST_0155,155,Bhavnagar,Gujarat,2880365,0.41,MATURE_URBAN,False,3957,17,38.6,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0156,156,Jamnagar,Gujarat,2160119,0.45,DEVELOPING_URBAN,False,3088,16,41.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0157,157,Junagadh,Gujarat,2743082,0.33,DEVELOPING_URBAN,False,3461,17,45.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0158,158,Gandhinagar,Gujarat,1391753,0.43,TYPE_C,False,1951,1,13.9,"PANEL BLINDNESS (MEASUREMENT ILLUSION): Healthy true sales, but panel coverage <20%. Not a whitespace, already active.",FIX_PANEL_MEASUREMENT_DO_NOT_MISCLASSIFY
DST_0159,159,Anand,Gujarat,2092745,0.3,TYPE_C,False,2553,1,10.3,"PANEL BLINDNESS (MEASUREMENT ILLUSION): Healthy true sales, but panel coverage <20%. Not a whitespace, already active.",FIX_PANEL_MEASUREMENT_DO_NOT_MISCLASSIFY
DST_0160,160,Navsari,Gujarat,1329672,0.51,DEVELOPING_URBAN,False,2013,10,41.6,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0161,161,Morbi,Gujarat,960329,0.37,DEVELOPING_URBAN,False,1265,6,37.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0162,162,Bharuch,Gujarat,1551019,0.34,DEVELOPING_URBAN,False,1979,14,53.9,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0163,163,Valsad,Gujarat,1705678,0.37,DEVELOPING_URBAN,False,2248,12,41.9,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0164,164,Porbandar,Gujarat,585449,0.49,DEVELOPING_URBAN,False,869,7,62.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0165,165,Mehsana,Gujarat,2035064,0.25,DEVELOPING_URBAN,False,2340,17,60.8,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0166,166,Kutch,Gujarat,2092371,0.35,DEVELOPING_URBAN,False,2699,13,37.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0167,167,Banaskantha,Gujarat,3120506,0.13,DEVELOPING_URBAN,False,3064,16,42.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0168,168,Patan,Gujarat,1343734,0.21,DEVELOPING_URBAN,False,1470,10,55.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0169,169,Sabarkantha,Gujarat,2428697,0.15,DEVELOPING_URBAN,False,2452,13,41.4,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0170,170,Aravalli,Gujarat,1039918,0.12,RURAL_LOW_DEMAND,False,1006,2,15.9,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0171,171,Kheda,Gujarat,2299885,0.23,DEVELOPING_URBAN,False,2580,17,63.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0172,172,Mahisagar,Gujarat,994624,0.1,RURAL_LOW_DEMAND,False,934,3,22.0,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0173,173,Panchmahal,Gujarat,2390776,0.14,DEVELOPING_URBAN,False,2381,15,49.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0174,174,Dahod,Gujarat,2127086,0.09,TYPE_B,False,1969,15,59.6,"DISTRIBUTION FAILURE (TRAP): High Kestrel listing, but zero category demand. Marketing will NOT fix this.",AVOID_DO_NOT_INVEST_MARKETING
DST_0175,175,Chhota Udaipur,Gujarat,1071831,0.07,RURAL_LOW_DEMAND,False,962,3,25.3,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0176,176,Narmada,Gujarat,590297,0.1,RURAL_LOW_DEMAND,False,554,1,16.7,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0177,177,Tapi,Gujarat,807022,0.1,RURAL_LOW_DEMAND,False,758,1,15.4,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0178,178,Dang,Gujarat,228291,0.11,TYPE_B,False,217,1,50.8,"DISTRIBUTION FAILURE (TRAP): High Kestrel listing, but zero category demand. Marketing will NOT fix this.",AVOID_DO_NOT_INVEST_MARKETING
DST_0179,179,Gir Somnath,Gujarat,1217477,0.28,DEVELOPING_URBAN,False,1451,9,47.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0180,180,Amreli,Gujarat,1514120,0.26,DEVELOPING_URBAN,False,1762,11,49.0,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0181,181,Surendranagar,Gujarat,1756268,0.28,DEVELOPING_URBAN,False,2093,15,56.9,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0182,182,Botad,Gujarat,652556,0.33,DEVELOPING_URBAN,False,823,6,55.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0183,183,Devbhumi Dwarka,Gujarat,752484,0.28,DEVELOPING_URBAN,False,896,7,64.5,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0184,184,Kolkata,West Bengal,4496694,1.0,CORE_METRO,False,9892,17,81.7,"CORE METRO: High volume anchor market, high category and steady Kestrel share.",MAINTAIN_MATURE_PRESENCE
DST_0185,185,North 24 Parganas,West Bengal,10009781,0.57,MATURE_URBAN,False,15995,17,47.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0186,186,South 24 Parganas,West Bengal,8161961,0.26,DEVELOPING_URBAN,False,9500,17,45.2,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0187,187,Howrah,West Bengal,4850029,0.63,TYPE_C,False,8157,1,16.6,"PANEL BLINDNESS (MEASUREMENT ILLUSION): Healthy true sales, but panel coverage <20%. Not a whitespace, already active.",FIX_PANEL_MEASUREMENT_DO_NOT_MISCLASSIFY
DST_0188,188,Hooghly,West Bengal,5519145,0.39,TYPE_D,False,7428,17,65.0,"COMPETITIVE LOCKOUT (HARD MOAT): Strong category demand, reasonable Kestrel dist, but 2 rivals hold >85% share with exclusive chillers.",HIGH_COST_BARRIER_ACQUIRE_CHILLER_CONTRACTS
DST_0189,189,Paschim Medinipur,West Bengal,5913457,0.12,DEVELOPING_URBAN,False,5724,17,40.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0190,190,Purba Medinipur,West Bengal,5095875,0.12,DEVELOPING_URBAN,False,4932,17,48.5,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0191,191,Purba Bardhaman,West Bengal,4835532,0.4,DEVELOPING_URBAN,False,6576,17,47.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0192,192,Paschim Bardhaman,West Bengal,2882031,0.8,TYPE_A,False,5533,17,60.6,"REAL WHITESPACE (WINNER): High category velocity, strong audience buzz, low Kestrel distribution (2-8%). Prime expansion target.",EXPAND_DISTRIBUTION_IMMEDIATELY
DST_0193,193,Nadia,West Bengal,5167600,0.28,DEVELOPING_URBAN,False,6159,17,42.5,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0194,194,Murshidabad,West Bengal,7103808,0.2,DEVELOPING_URBAN,False,7672,17,62.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0195,195,Malda,West Bengal,3988845,0.14,DEVELOPING_URBAN,False,3972,17,48.3,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0196,196,Jalpaiguri,West Bengal,3872846,0.27,DEVELOPING_URBAN,False,4562,17,60.8,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0197,197,Darjeeling,West Bengal,1846823,0.39,DEVELOPING_URBAN,False,2485,16,51.5,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0198,198,Kalimpong,West Bengal,251642,0.28,DEVELOPING_URBAN,False,299,1,36.5,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0199,199,Alipurduar,West Bengal,1491250,0.18,RURAL_LOW_DEMAND,False,1568,5,28.0,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0200,200,Cooch Behar,West Bengal,2819086,0.1,DEVELOPING_URBAN,False,2649,17,60.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0201,201,Uttar Dinajpur,West Bengal,3007134,0.12,DEVELOPING_URBAN,False,2910,17,64.1,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0202,202,Dakshin Dinajpur,West Bengal,1676276,0.14,DEVELOPING_URBAN,False,1669,13,62.8,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0203,203,Birbhum,West Bengal,3502404,0.13,TYPE_B,False,3439,17,61.2,"DISTRIBUTION FAILURE (TRAP): High Kestrel listing, but zero category demand. Marketing will NOT fix this.",AVOID_DO_NOT_INVEST_MARKETING
DST_0204,204,Bankura,West Bengal,3596674,0.08,DEVELOPING_URBAN,False,3280,17,40.0,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0205,205,Purulia,West Bengal,2930115,0.13,TYPE_B,False,2877,17,52.1,"DISTRIBUTION FAILURE (TRAP): High Kestrel listing, but zero category demand. Marketing will NOT fix this.",AVOID_DO_NOT_INVEST_MARKETING
DST_0206,206,Jhargram,West Bengal,1136548,0.09,RURAL_LOW_DEMAND,False,1052,2,17.0,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0207,207,Hyderabad,Telangana,3943323,1.0,CORE_METRO,False,8675,17,83.8,"CORE METRO: High volume anchor market, high category and steady Kestrel share.",MAINTAIN_MATURE_PRESENCE
DST_0208,208,Medchal-Malkajgiri,Telangana,2440073,0.91,DEVELOPING_URBAN,False,5060,17,36.8,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0209,209,Rangareddy,Telangana,2446265,0.59,TYPE_C,False,3977,1,11.8,"PANEL BLINDNESS (MEASUREMENT ILLUSION): Healthy true sales, but panel coverage <20%. Not a whitespace, already active.",FIX_PANEL_MEASUREMENT_DO_NOT_MISCLASSIFY
DST_0210,210,Sangareddy,Telangana,1527462,0.35,TYPE_C,False,1970,1,17.9,"PANEL BLINDNESS (MEASUREMENT ILLUSION): Healthy true sales, but panel coverage <20%. Not a whitespace, already active.",FIX_PANEL_MEASUREMENT_DO_NOT_MISCLASSIFY
DST_0211,211,Warangal,Telangana,718338,0.37,TYPE_A,False,946,7,60.3,"REAL WHITESPACE (WINNER): High category velocity, strong audience buzz, low Kestrel distribution (2-8%). Prime expansion target.",EXPAND_DISTRIBUTION_IMMEDIATELY
DST_0212,212,Hanumakonda,Telangana,1081852,0.69,DEVELOPING_URBAN,False,1910,14,58.5,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0213,213,Karimnagar,Telangana,1005711,0.31,TYPE_D,False,1241,11,69.1,"COMPETITIVE LOCKOUT (HARD MOAT): Strong category demand, reasonable Kestrel dist, but 2 rivals hold >85% share with exclusive chillers.",HIGH_COST_BARRIER_ACQUIRE_CHILLER_CONTRACTS
DST_0214,214,Nizamabad,Telangana,1571022,0.3,DEVELOPING_URBAN,False,1916,11,47.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0215,215,Khammam,Telangana,1401639,0.23,DEVELOPING_URBAN,False,1572,13,63.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0216,216,Nalgonda,Telangana,1618416,0.13,DEVELOPING_URBAN,False,1589,13,64.9,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0217,217,Mahabubnagar,Telangana,1486777,0.21,TYPE_B,False,1626,11,53.9,"DISTRIBUTION FAILURE (TRAP): High Kestrel listing, but zero category demand. Marketing will NOT fix this.",AVOID_DO_NOT_INVEST_MARKETING
DST_0218,218,Suryapet,Telangana,1099526,0.15,RURAL_LOW_DEMAND,False,1110,3,24.1,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0219,219,Siddipet,Telangana,1012065,0.14,RURAL_LOW_DEMAND,False,1008,2,16.2,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0220,220,Jagtial,Telangana,985417,0.22,DEVELOPING_URBAN,False,1091,6,43.9,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0221,221,Kamareddy,Telangana,972625,0.13,RURAL_LOW_DEMAND,False,955,3,27.6,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0222,222,Mancherial,Telangana,807037,0.44,DEVELOPING_URBAN,False,1142,7,52.4,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0223,223,Nirmal,Telangana,709418,0.21,DEVELOPING_URBAN,False,776,5,51.3,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0224,224,Bhadradri Kothagudem,Telangana,1069261,0.32,DEVELOPING_URBAN,False,1334,10,57.4,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0225,225,Peddapalli,Telangana,795332,0.38,DEVELOPING_URBAN,False,1059,5,36.7,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0226,226,Vikarabad,Telangana,927140,0.13,RURAL_LOW_DEMAND,False,910,3,22.2,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0227,227,Nagarkurnool,Telangana,893308,0.1,RURAL_LOW_DEMAND,False,839,2,21.0,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0228,228,Wanaparthy,Telangana,577758,0.16,RURAL_LOW_DEMAND,False,591,2,25.9,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0229,229,Jogulamba Gadwal,Telangana,609990,0.1,RURAL_LOW_DEMAND,False,573,1,16.2,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0230,230,Medak,Telangana,767428,0.08,RURAL_LOW_DEMAND,False,699,2,27.5,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0231,231,Rajanna Sircilla,Telangana,552037,0.21,DEVELOPING_URBAN,False,603,3,37.4,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0232,232,Jayashankar Bhupalpally,Telangana,416763,0.08,RURAL_LOW_DEMAND,False,380,1,16.6,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0233,233,Jangaon,Telangana,566376,0.13,RURAL_LOW_DEMAND,False,556,2,22.3,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0234,234,Mulugu,Telangana,257744,0.04,RURAL_LOW_DEMAND,False,220,1,23.5,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0235,235,Yadadri Bhuvanagiri,Telangana,739448,0.17,RURAL_LOW_DEMAND,False,767,2,17.3,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0236,236,Mahabubabad,Telangana,774549,0.1,RURAL_LOW_DEMAND,False,728,1,15.7,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0237,237,Kumuram Bheem Asifabad,Telangana,515812,0.17,RURAL_LOW_DEMAND,False,535,2,26.5,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0238,238,Narayanpet,Telangana,566874,0.12,RURAL_LOW_DEMAND,False,548,1,17.4,"RURAL LOW DEMAND: Low population, low income, low category consumption.",SELECTIVE_HIGHWAY_OUTLETS_ONLY
DST_0239,239,Jaipur,Rajasthan,6626178,0.52,MATURE_URBAN,False,10124,17,52.8,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0240,240,Jodhpur,Rajasthan,3687002,0.34,DEVELOPING_URBAN,False,4704,17,53.6,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0241,241,Kota,Rajasthan,1951014,0.6,TYPE_D,False,3199,17,68.4,"COMPETITIVE LOCKOUT (HARD MOAT): Strong category demand, reasonable Kestrel dist, but 2 rivals hold >85% share with exclusive chillers.",HIGH_COST_BARRIER_ACQUIRE_CHILLER_CONTRACTS
DST_0242,242,Bikaner,Rajasthan,2363937,0.34,DEVELOPING_URBAN,False,3016,17,52.5,DEVELOPING URBAN / TIER 2-3: Standard competitive balance and organic growth.,MAINTAIN_ORGANIC_GROWTH
DST_0243,243,Ajmer,Rajasthan,2583052,0.4,TYPE_D,False,3512,17,70.5,"COMPETITIVE LOCKOUT (HARD MOAT): Strong category demand, reasonable Kestrel dist, but 2 rivals hold >85% share with exclusive chillers.",HIGH_COST_BARRIER_ACQUIRE_CHILLER_CONTRACTS
