District_Code,District_Name,State_Union_Territory,Total_Population,Urban_Population_Share_Pct,Rural_Population_Share_Pct,Median_Income_Band,Estimated_Total_Retail_Universe,Census_Demographic_Notes,District_Num_ID,District_Name_Clean,Mean_Panel_Coverage_Pct,Total_Category_Units,Avg_Units_Per_Audit,Audit_Count,Total_Audience_Events,Total_Engagement_Clicks,Campus_Registrations,Search_Queries,Audience_Events_Per_100k,Campus_Registrations_Per_100k,Search_Queries_Per_100k,demand_signal,Avg_Kestrel_Stocking,Avg_Category_Stocking,Universe,Avg_Category_Stocking_Clean,Avg_Kestrel_Stocking_Clean,distribution_gap,competitive_intensity,WCI,Classification
DST_0096,Tiruvarur,Tamil Nadu,1264277,20,80,Low-Medium,1365,0,96,Tiruvarur,45.64166666666667,29857,11.01327923275544,2711,579,579,95,79,45.79692583191816,7.514176086411442,6.248630640278989,0.3241,410.5,781.4583333333334,1365.0,781.4583333333334,410.5,0.4747,0.5681,0.3984,UNKNOWN (Panel Blindness / Low Sampling)
DST_0098,Virudhunagar,Tamil Nadu,1942288,51,49,Medium,2940,0,98,Virudhunagar,51.212916666666665,106307,18.1442225635774,5859,946,946,168,152,48.70544430074222,8.64959264537494,7.825821917243993,0.7668,1054.375,1644.8333333333333,2940.0,1644.8333333333333,1054.375,0.359,0.5697,0.5568,UNKNOWN (Panel Blindness / Low Sampling)
DST_0099,Kallakurichi,Tamil Nadu,1370281,13,87,Low,1345,0,99,Kallakurichi,27.540000000000003,5455,3.441640378548896,1585,732,732,102,119,53.41970004692468,7.4437286950632755,8.684350144240488,0.4531,103.41666666666667,285.4166666666667,1345.0,285.4166666666667,103.41666666666667,0.6377,0.642,0.4987,UNKNOWN (Panel Blindness / Low Sampling)
DST_0101,East Delhi,Delhi NCR,1709346,100,0,High,3760,0,101,East Delhi,34.72375,128602,21.91955002556673,5867,958,958,127,165,56.04482650089566,7.429742135296189,9.652814585227333,0.7862,1138.7083333333333,2185.9583333333335,3760.0,2185.9583333333335,1138.7083333333333,0.4791,0.5975,0.602,UNKNOWN (Panel Blindness / Low Sampling)
DST_0102,New Delhi,Delhi NCR,142004,100,0,High,312,0,102,New Delhi,56.385,11993,17.108416547788874,701,70,70,12,11,49.29438607363173,8.450466184051153,7.746260668713558,0.7578,97.54166666666667,180.625,312.0,180.625,97.54166666666667,0.46,0.5562,0.5908,UNKNOWN (Panel Blindness / Low Sampling)
DST_0103,North Delhi,Delhi NCR,887978,100,0,High,1953,0,103,North Delhi,55.397083333333335,98506,20.45815160955348,4815,415,415,76,71,46.73539209304735,8.558770600172526,7.995693587003282,0.7469,579.5,1178.875,1953.0,1178.875,579.5,0.5084,0.5791,0.5982,UNKNOWN (Panel Blindness / Low Sampling)
DST_0104,North East Delhi,Delhi NCR,2241624,100,0,Medium-High,4931,0,104,North East Delhi,51.305,105158,17.969583048530417,5852,1105,1105,184,204,49.294618544412444,8.20833467164877,9.100544962045374,0.7851,1592.125,2957.875,4931.0,2957.875,1592.125,0.4617,0.5485,0.6052,UNKNOWN (Panel Blindness / Low Sampling)
DST_0105,North West Delhi,Delhi NCR,3656539,94,6,High,7737,0,105,North West Delhi,43.42208333333334,103633,17.84314738292011,5808,1560,1560,263,241,42.663294443187944,7.1925938708707875,6.590932026159163,0.5422,2455.8333333333335,4728.916666666667,7737.0,4728.916666666667,2455.8333333333335,0.4807,0.5405,0.5041,UNKNOWN (Panel Blindness / Low Sampling)
DST_0107,South East Delhi,Delhi NCR,2150000,100,0,High,4730,0,107,South East Delhi,38.60208333333333,90762,15.334009123162696,5919,1036,1036,187,177,48.18604651162791,8.69767441860465,8.232558139534884,0.7141,1443.125,2768.0,4730.0,2768.0,1443.125,0.4786,0.5698,0.5749,UNKNOWN (Panel Blindness / Low Sampling)
DST_0108,South West Delhi,Delhi NCR,2292958,94,6,High,4851,0,108,South West Delhi,48.31875,102041,17.350960720965823,5881,978,978,159,171,42.65232943647463,6.934274417586366,7.457615883064583,0.5453,1527.6666666666667,2802.4583333333335,4851.0,2802.4583333333335,1527.6666666666667,0.4549,0.5459,0.4954,UNKNOWN (Panel Blindness / Low Sampling)
DST_0109,West Delhi,Delhi NCR,2543243,100,0,High,5595,0,109,West Delhi,49.40833333333333,93972,16.071831708568496,5847,1257,1257,193,191,49.42508442960425,7.588736113694209,7.510096361220693,0.6793,1974.8333333333333,3374.5833333333335,5595.0,3374.5833333333335,1974.8333333333333,0.4148,0.5738,0.5361,UNKNOWN (Panel Blindness / Low Sampling)
DST_0112,Kanpur Nagar,Uttar Pradesh,4581268,66,34,High,7898,0,112,Kanpur Nagar,43.02333333333333,89406,15.07689713322091,5930,1853,1853,307,283,40.44731720562953,6.701201501418384,6.177329071340075,0.4228,2444.7083333333335,4595.583333333333,7898.0,4595.583333333333,2444.7083333333335,0.468,0.5361,0.4468,UNKNOWN (Panel Blindness / Low Sampling)
DST_0114,Prayagraj,Uttar Pradesh,5954391,25,75,Medium-High,6847,0,114,Prayagraj,40.566250000000004,78404,13.377239378945573,5861,2074,2074,329,357,34.83143784141821,5.525334160957855,5.995575366145757,0.2676,2334.5416666666665,4066.125,6847.0,4066.125,2334.5416666666665,0.4259,0.5406,0.3614,UNKNOWN (Panel Blindness / Low Sampling)
DST_0117,Ghaziabad,Uttar Pradesh,4681645,67,33,High,8136,0,117,Ghaziabad,44.23458333333334,93671,16.105742778541952,5816,1842,1842,311,324,39.34514470875087,6.642964171781499,6.920644346164649,0.4649,2538.2916666666665,4844.666666666667,8136.0,4844.666666666667,2538.2916666666665,0.4761,0.577,0.4604,UNKNOWN (Panel Blindness / Low Sampling)
DST_0118,Gautam Buddha Nagar,Uttar Pradesh,1648115,59,41,High,2679,0,118,Gautam Buddha Nagar,13.879583333333334,1123,3.476780185758514,323,1403,1403,214,227,85.12755481261927,12.984530812473645,13.773310721642604,0.6106,810.25,1994.3333333333333,2679.0,1994.3333333333333,810.25,0.5937,0.5672,0.5691,UNKNOWN (Panel Blindness / Low Sampling)
DST_0119,Bareilly,Uttar Pradesh,4448359,35,65,Medium,5738,0,119,Bareilly,53.5,83819,14.332934336525307,5848,1726,1726,311,300,38.80082520318167,6.99134220057329,6.744060000553013,0.3981,1777.125,3494.25,5738.0,3494.25,1777.125,0.4914,0.5566,0.4398,UNKNOWN (Panel Blindness / Low Sampling)
DST_0120,Aligarh,Uttar Pradesh,3673889,33,67,Medium,4636,0,120,Aligarh,39.69916666666666,72771,12.579256698357822,5785,1676,1676,295,273,45.6192334607823,8.029638347810726,7.43081786085535,0.4472,1495.7916666666667,2728.2916666666665,4636.0,2728.2916666666665,1495.7916666666667,0.4517,0.5367,0.452,UNKNOWN (Panel Blindness / Low Sampling)
DST_0121,Moradabad,Uttar Pradesh,4772006,33,67,Medium,6022,0,121,Moradabad,58.03,83540,14.495922262710394,5763,1687,1687,273,293,35.35200919697083,5.720864558845903,6.139975515537911,0.3471,1820.3333333333333,3567.8333333333335,6022.0,3567.8333333333335,1820.3333333333333,0.4898,0.5961,0.4084,UNKNOWN (Panel Blindness / Low Sampling)
DST_0122,Saharanpur,Uttar Pradesh,3466382,30,70,Medium,4228,0,122,Saharanpur,50.83416666666667,80289,14.070977917981072,5706,1630,1630,258,284,47.02309208852342,7.442918870453401,8.19298046204948,0.5565,1392.875,2428.125,4228.0,2428.125,1392.875,0.4264,0.577,0.4843,UNKNOWN (Panel Blindness / Low Sampling)
DST_0123,Gorakhpur,Uttar Pradesh,4440895,19,81,Medium,4733,0,123,Gorakhpur,57.99583333333334,74512,12.978923532485629,5741,1778,1778,319,288,40.03697452878305,7.183236712419457,6.4851792262595715,0.3229,1513.5,2844.4583333333335,4733.0,2844.4583333333335,1513.5,0.4679,0.5323,0.4026,UNKNOWN (Panel Blindness / Low Sampling)
DST_0124,Jhansi,Uttar Pradesh,1998603,42,58,Medium,2774,0,124,Jhansi,51.038333333333334,82696,14.238292011019285,5808,1028,1028,170,179,51.435927995705,8.505941400067949,8.956255944777427,0.6988,880.0,1588.7916666666667,2774.0,1588.7916666666667,880.0,0.4461,0.5625,0.5581,UNKNOWN (Panel Blindness / Low Sampling)
DST_0125,Mathura,Uttar Pradesh,2547184,30,70,Medium,3107,0,125,Mathura,35.1925,67277,13.949201741654571,4823,1061,1061,174,165,41.653842046746526,6.831073059504143,6.477741694357377,0.3788,1039.7083333333333,1902.0416666666667,3107.0,1902.0416666666667,1039.7083333333333,0.4534,0.5582,0.4175,UNKNOWN (Panel Blindness / Low Sampling)
DST_0126,Ayodhya,Uttar Pradesh,2470996,14,86,Medium,2461,0,126,Ayodhya,44.18083333333333,63702,13.05636400901824,4879,1210,1210,205,196,48.968108406488724,8.296249771347263,7.932024171629578,0.5693,764.875,1491.4166666666667,2461.0,1491.4166666666667,764.875,0.4871,0.6028,0.5061,UNKNOWN (Panel Blindness / Low Sampling)
DST_0127,Muzaffarnagar,Uttar Pradesh,4143512,29,71,Medium,4997,0,127,Muzaffarnagar,35.33416666666667,94954,16.13217804960924,5886,1767,1767,271,293,42.64498328953796,6.5403454846999365,7.071296040653436,0.491,1716.0416666666667,2989.2916666666665,4997.0,2989.2916666666665,1716.0416666666667,0.4259,0.5808,0.4539,UNKNOWN (Panel Blindness / Low Sampling)
DST_0130,Shahjahanpur,Uttar Pradesh,3006538,20,80,Low-Medium,3247,0,130,Shahjahanpur,59.98083333333333,74900,12.607305167480222,5941,1425,1425,262,228,47.39670677703059,8.714341877601413,7.583473084324894,0.5166,1024.7083333333333,1873.75,3247.0,1873.75,1024.7083333333333,0.4531,0.5504,0.481,UNKNOWN (Panel Blindness / Low Sampling)
DST_0131,Rampur,Uttar Pradesh,2335819,25,75,Low-Medium,2686,0,131,Rampur,44.885416666666664,75406,14.585299806576403,5170,1138,1138,213,207,48.71952835386646,9.118857240222809,8.861988022188363,0.7163,864.0,1616.2083333333333,2686.0,1616.2083333333333,864.0,0.4654,0.5221,0.5808,UNKNOWN (Panel Blindness / Low Sampling)
DST_0132,Mirzapur,Uttar Pradesh,2496970,14,86,Low-Medium,2486,0,132,Mirzapur,37.27166666666667,51528,13.54930318169866,3803,1157,1157,213,191,46.33615942522337,8.530338770589955,7.649270916350617,0.5556,847.625,1497.0,2486.0,1497.0,847.625,0.4338,0.5697,0.4879,UNKNOWN (Panel Blindness / Low Sampling)
DST_0135,Amroha,Uttar Pradesh,1840221,25,75,Low-Medium,2116,0,135,Amroha,37.389583333333334,49551,14.391809468486786,3443,788,788,127,133,42.82094378881667,6.901345001497103,7.227392796843422,0.4412,632.4166666666666,1210.75,2116.0,1210.75,632.4166666666666,0.4777,0.5095,0.4638,UNKNOWN (Panel Blindness / Low Sampling)
DST_0136,Hardoi,Uttar Pradesh,4092845,13,87,Low,4019,0,136,Hardoi,52.59375,10883,1.9740613096317794,5513,400,400,63,69,9.773152904642126,1.539271582481135,1.6858688760507667,0.0293,2261.7916666666665,2493.875,4019.0,2493.875,2261.7916666666665,0.0931,0.5298,0.1398,UNKNOWN (Panel Blindness / Low Sampling)
DST_0137,Fatehpur,Uttar Pradesh,2632733,12,88,Low-Medium,2548,0,137,Fatehpur,37.4925,58863,14.10567936736161,4173,1133,1133,185,181,43.03512737524086,7.026918415198199,6.8749850440587785,0.4291,819.75,1481.5833333333333,2548.0,1481.5833333333333,819.75,0.4467,0.5208,0.4453,UNKNOWN (Panel Blindness / Low Sampling)
DST_0138,Raebareli,Uttar Pradesh,3405559,9,91,Low-Medium,3153,0,138,Raebareli,57.80375,74835,12.842800755105543,5827,1639,1639,276,281,48.12719439011334,8.10439637075734,8.251215145589901,0.5375,1022.25,1797.7916666666667,3153.0,1797.7916666666667,1022.25,0.4314,0.5717,0.4785,UNKNOWN (Panel Blindness / Low Sampling)
DST_0139,Sitapur,Uttar Pradesh,4483992,12,88,Low,4340,0,139,Sitapur,57.718333333333334,69221,11.949076471603659,5793,1725,1725,251,299,38.47018460336236,5.597690629242871,6.668165331249476,0.2078,1424.2083333333333,2601.625,4340.0,2601.625,1424.2083333333333,0.4526,0.5445,0.343,UNKNOWN (Panel Blindness / Low Sampling)
DST_0140,Unnao,Uttar Pradesh,3108367,17,83,Low-Medium,3226,0,140,Unnao,38.83625,71264,12.9288824383164,5512,1325,1325,218,225,42.6268841484934,7.013328863676651,7.238527496913974,0.354,1009.9583333333334,1939.5,3226.0,1939.5,1009.9583333333334,0.4793,0.572,0.4127,UNKNOWN (Panel Blindness / Low Sampling)
DST_0141,Jaunpur,Uttar Pradesh,4494204,8,92,Low-Medium,4098,0,141,Jaunpur,48.599583333333335,84425,14.573623338511997,5793,1827,1827,315,295,40.65236023998911,7.009027627584329,6.5640100004361175,0.424,1365.125,2316.625,4098.0,2316.625,1365.125,0.4107,0.6006,0.4144,UNKNOWN (Panel Blindness / Low Sampling)
DST_0142,Barabanki,Uttar Pradesh,3260699,10,90,Low-Medium,3065,0,142,Barabanki,50.362500000000004,66871,11.305325443786982,5915,1439,1439,237,251,44.13164171240583,7.268380184739529,7.69773597624313,0.3243,982.2083333333334,1931.9166666666667,3065.0,1931.9166666666667,982.2083333333334,0.4916,0.5618,0.4056,UNKNOWN (Panel Blindness / Low Sampling)
DST_0143,Basti,Uttar Pradesh,2464464,6,94,Low,2178,0,143,Basti,42.78,48277,11.68086135978708,4133,1190,1190,221,201,48.28636165916808,8.967467165274073,8.15593167520402,0.5085,718.375,1267.75,2178.0,1267.75,718.375,0.4333,0.5716,0.4662,UNKNOWN (Panel Blindness / Low Sampling)
DST_0145,Gonda,Uttar Pradesh,3433919,7,93,Low,3083,0,145,Gonda,47.88708333333333,69299,11.819716868497355,5863,1398,1398,249,227,40.71150193117543,7.251190258127812,6.610522845763106,0.2713,937.5416666666666,1835.875,3083.0,1835.875,937.5416666666666,0.4893,0.5324,0.3869,UNKNOWN (Panel Blindness / Low Sampling)
DST_0146,Sultanpur,Uttar Pradesh,3797117,5,95,Low-Medium,3303,0,146,Sultanpur,41.08708333333333,71481,12.37123572170301,5778,1709,1709,294,271,45.00783094121145,7.742716381928711,7.136993671777825,0.3881,1040.5833333333333,1945.25,3303.0,1945.25,1040.5833333333333,0.4651,0.5813,0.4212,UNKNOWN (Panel Blindness / Low Sampling)
DST_0147,Ballia,Uttar Pradesh,3239774,9,91,Low-Medium,3000,0,147,Ballia,51.278333333333336,66984,11.364777740074652,5894,1348,1348,254,207,41.607840546902345,7.840053040736793,6.389334564694945,0.2956,922.625,1780.75,3000.0,1780.75,922.625,0.4819,0.5519,0.3913,UNKNOWN (Panel Blindness / Low Sampling)
DST_0148,Lakhimpur Kheri,Uttar Pradesh,4021243,11,89,Low,3836,0,148,Lakhimpur Kheri,56.37583333333333,78538,13.513076393668273,5812,1501,1501,230,269,37.32676687283012,5.719624504164509,6.689473876609795,0.2968,1189.5,2260.125,3836.0,2260.125,1189.5,0.4737,0.5989,0.3796,UNKNOWN (Panel Blindness / Low Sampling)
DST_0149,Bijnor,Uttar Pradesh,3682713,25,75,Medium,4235,0,149,Bijnor,41.12291666666667,83053,14.565591020694493,5702,1674,1674,297,279,45.45561926764318,8.064706644259275,7.575936544607196,0.5822,1458.7916666666667,2438.5,4235.0,2438.5,1458.7916666666667,0.4018,0.5751,0.4876,UNKNOWN (Panel Blindness / Low Sampling)
DST_0150,Ghazipur,Uttar Pradesh,3620268,8,92,Low-Medium,3301,0,150,Ghazipur,44.504999999999995,77178,13.521023125437981,5708,1552,1552,252,251,42.8697543938736,6.9608106361186515,6.933188371689609,0.3822,1073.1666666666667,2139.4583333333335,3301.0,2139.4583333333335,1073.1666666666667,0.4984,0.5544,0.4356,UNKNOWN (Panel Blindness / Low Sampling)
DST_0155,Bhavnagar,Gujarat,2880365,41,59,Medium-High,3957,0,155,Bhavnagar,39.08625,107283,18.51941998964267,5793,1187,1187,188,186,41.21005497567148,6.526950577444178,6.457514933003282,0.4944,1306.3333333333333,2364.25,3957.0,2364.25,1306.3333333333333,0.4475,0.5544,0.4682,UNKNOWN (Panel Blindness / Low Sampling)
DST_0156,Jamnagar,Gujarat,2160119,45,55,Medium-High,3088,0,156,Jamnagar,42.27791666666666,83852,15.163110307414104,5530,985,985,205,136,45.59933966600914,9.49021790003236,6.295949436119029,0.6272,1045.5,1831.4583333333333,3088.0,1831.4583333333333,1045.5,0.4291,0.588,0.5148,UNKNOWN (Panel Blindness / Low Sampling)
DST_0157,Junagadh,Gujarat,2743082,33,67,Medium,3461,0,157,Junagadh,44.901250000000005,82089,13.812720848056538,5943,1073,1073,174,194,39.11658492163195,6.343229987291667,7.072336882382663,0.34,1119.0,2025.9166666666667,3461.0,2025.9166666666667,1119.0,0.4477,0.6046,0.3888,UNKNOWN (Panel Blindness / Low Sampling)
DST_0158,Gandhinagar,Gujarat,1391753,43,57,High,1951,0,158,Gandhinagar,14.074583333333335,1337,4.076219512195122,328,1118,1118,189,184,80.33034597374679,13.579995875704958,13.220736725554032,0.6166,594.375,1437.7916666666667,1951.0,1437.7916666666667,594.375,0.5866,0.7165,0.5395,UNKNOWN (Panel Blindness / Low Sampling)
DST_0159,Anand,Gujarat,2092745,30,70,Medium-High,2553,0,159,Anand,11.340416666666668,873,2.6137724550898205,334,1680,1680,293,282,80.27733909291385,14.000750210847475,13.475124776310539,0.5757,793.0,1810.2083333333333,2553.0,1810.2083333333333,793.0,0.5619,0.5556,0.5446,UNKNOWN (Panel Blindness / Low Sampling)
DST_0160,Navsari,Gujarat,1329672,51,49,Medium-High,2013,0,160,Navsari,42.16375,50878,14.687644341801386,3464,635,635,120,88,47.756138355925366,9.024782051513455,6.618173504443201,0.645,647.5833333333334,1132.4583333333333,2013.0,1132.4583333333333,647.5833333333334,0.4282,0.528,0.5345,UNKNOWN (Panel Blindness / Low Sampling)
DST_0161,Morbi,Gujarat,960329,37,63,High,1265,0,161,Morbi,37.35,28582,14.114567901234567,2025,506,506,91,73,52.6902759366842,9.475919190194194,7.60156154817776,0.6909,378.6666666666667,759.2916666666666,1265.0,759.2916666666666,378.6666666666667,0.5013,0.5946,0.5674,UNKNOWN (Panel Blindness / Low Sampling)
DST_0162,Bharuch,Gujarat,1551019,34,66,Medium-High,1979,0,162,Bharuch,53.8725,59608,12.237322931636214,4871,693,693,114,122,44.680303722907325,7.350006673032374,7.865796614999558,0.3762,576.125,1106.125,1979.0,1106.125,576.125,0.4792,0.5529,0.4264,UNKNOWN (Panel Blindness / Low Sampling)
DST_0163,Valsad,Gujarat,1705678,37,63,Medium-High,2248,0,163,Valsad,41.05291666666667,47720,11.630514257860103,4103,902,902,153,151,52.88219699146029,8.970040066178962,8.852784640477276,0.5666,677.3333333333334,1282.375,2248.0,1282.375,677.3333333333334,0.4718,0.5965,0.5008,UNKNOWN (Panel Blindness / Low Sampling)
DST_0166,Kutch,Gujarat,2092371,35,65,Medium,2699,0,166,Kutch,37.214166666666664,53813,12.081948810058375,4454,932,932,157,152,44.54276990074896,7.503449436070372,7.264486078233736,0.354,842.5416666666666,1566.6666666666667,2699.0,1566.6666666666667,842.5416666666666,0.4622,0.5806,0.4049,UNKNOWN (Panel Blindness / Low Sampling)
DST_0167,Banaskantha,Gujarat,3120506,13,87,Low-Medium,3064,0,167,Banaskantha,41.88166666666667,69917,12.627234964782373,5537,1463,1463,237,248,46.88342211167035,7.5949221055815945,7.947429038752048,0.4624,1074.2083333333333,1798.4583333333333,3064.0,1798.4583333333333,1074.2083333333333,0.4027,0.5305,0.4429,UNKNOWN (Panel Blindness / Low Sampling)
DST_0168,Patan,Gujarat,1343734,21,79,Low-Medium,1470,0,168,Patan,54.32125,54238,15.639561707035755,3468,619,619,111,122,46.065664781869025,8.260563474616255,9.07917787300165,0.6801,505.7916666666667,892.9583333333334,1470.0,892.9583333333334,505.7916666666667,0.4336,0.5388,0.55,UNKNOWN (Panel Blindness / Low Sampling)
DST_0169,Sabarkantha,Gujarat,2428697,15,85,Low-Medium,2452,0,169,Sabarkantha,41.871249999999996,61421,13.70392681838465,4482,1180,1180,190,201,48.58572312643364,7.823124910188468,8.276042668146747,0.5835,760.3333333333334,1423.2916666666667,2452.0,1423.2916666666667,760.3333333333334,0.4658,0.57,0.5116,UNKNOWN (Panel Blindness / Low Sampling)
DST_0170,Aravalli,Gujarat,1039918,12,88,Low-Medium,1006,0,170,Aravalli,16.268333333333334,1714,2.7034700315457414,634,532,532,77,88,51.157879755903835,7.404429964670292,8.462205673908905,0.404,82.79166666666667,196.95833333333334,1006.0,196.95833333333334,82.79166666666667,0.5796,0.5613,0.4724,UNKNOWN (Panel Blindness / Low Sampling)
DST_0172,Mahisagar,Gujarat,994624,10,90,Low,934,0,172,Mahisagar,21.628333333333334,2668,2.730808597748209,977,514,514,84,75,51.67781996010553,8.445402483752655,7.540537931922013,0.4459,74.79166666666667,195.08333333333334,934.0,195.08333333333334,74.79166666666667,0.6166,0.681,0.4803,UNKNOWN (Panel Blindness / Low Sampling)
DST_0173,Panchmahal,Gujarat,2390776,14,86,Low-Medium,2381,0,173,Panchmahal,49.199999999999996,79016,15.201231242785687,5198,1090,1090,191,191,45.591891503009904,7.989037868876047,7.989037868876047,0.6257,781.0,1411.625,2381.0,1411.625,781.0,0.4467,0.5653,0.5248,UNKNOWN (Panel Blindness / Low Sampling)
DST_0175,Chhota Udaipur,Gujarat,1071831,7,93,Low,962,0,175,Chhota Udaipur,25.50708333333333,2459,2.506625891946993,981,426,426,72,70,39.745071751050304,6.717476915670474,6.530880334679627,0.1482,77.41666666666667,203.25,962.0,203.25,77.41666666666667,0.6191,0.5693,0.3695,UNKNOWN (Panel Blindness / Low Sampling)
DST_0176,Narmada,Gujarat,590297,10,90,Low,554,0,176,Narmada,16.919583333333332,830,2.4850299401197606,334,312,312,60,49,52.85474938886696,10.164374882474416,8.300906154020772,0.4847,46.375,142.875,554.0,142.875,46.375,0.6754,0.5747,0.5396,UNKNOWN (Panel Blindness / Low Sampling)
DST_0177,Tapi,Gujarat,807022,10,90,Low,758,0,177,Tapi,15.101666666666667,787,2.490506329113924,316,444,444,72,78,55.01708751434285,8.921689867190732,9.665164022789961,0.5012,64.375,154.75,758.0,154.75,64.375,0.584,0.5985,0.5102,UNKNOWN (Panel Blindness / Low Sampling)
DST_0178,Dang,Gujarat,228291,11,89,Low,217,0,178,Dang,49.94416666666667,651,2.0865384615384617,312,65,65,9,13,28.472432115151275,3.9423367544055608,5.694486423030255,0.054,121.54166666666667,131.08333333333334,217.0,131.08333333333334,121.54166666666667,0.0728,0.6068,0.1284,UNKNOWN (Panel Blindness / Low Sampling)
DST_0179,Gir Somnath,Gujarat,1217477,28,72,Medium,1451,0,179,Gir Somnath,47.51958333333334,51386,16.73811074918567,3070,604,604,97,105,49.61079346878832,7.967296302106734,8.62439290434234,0.7566,488.5416666666667,845.5,1451.0,845.5,488.5416666666667,0.4222,0.6069,0.5669,UNKNOWN (Panel Blindness / Low Sampling)
DST_0180,Amreli,Gujarat,1514120,26,74,Medium,1762,0,180,Amreli,48.38375,58401,15.552862849533955,3755,709,709,118,119,46.825879058463,7.793305682508652,7.859350645919743,0.6437,575.375,1058.125,1762.0,1058.125,575.375,0.4562,0.5698,0.5354,UNKNOWN (Panel Blindness / Low Sampling)
DST_0181,Surendranagar,Gujarat,1756268,28,72,Medium,2093,0,181,Surendranagar,56.80375,75924,14.600769230769231,5200,947,947,179,151,53.92115554118164,10.192066358892834,8.597776649121888,0.7622,677.8333333333334,1264.6666666666667,2093.0,1264.6666666666667,677.8333333333334,0.464,0.5585,0.5937,UNKNOWN (Panel Blindness / Low Sampling)
DST_0182,Botad,Gujarat,652556,33,67,Medium,823,0,182,Botad,55.31625,23630,11.311632359980852,2089,242,242,34,49,37.08493983658108,5.210280803486597,7.50893409914245,0.196,247.79166666666666,493.2083333333333,823.0,493.2083333333333,247.79166666666666,0.4976,0.5929,0.3438,UNKNOWN (Panel Blindness / Low Sampling)
DST_0185,North 24 Parganas,West Bengal,10009781,57,43,High,15995,0,185,North 24 Parganas,46.845416666666665,95396,16.293082835183604,5855,2159,2159,371,371,21.568903455530148,3.7063747948131933,3.7063747948131933,0.3901,5261.125,9261.375,15995.0,9261.375,5261.125,0.4319,0.5597,0.4148,UNKNOWN (Panel Blindness / Low Sampling)
DST_0186,South 24 Parganas,West Bengal,8161961,26,74,Medium,9500,0,186,South 24 Parganas,45.812916666666666,75724,13.22921034241789,5724,2143,2143,338,348,26.2559451092697,4.141161664457843,4.263681240329377,0.2346,3024.2916666666665,5577.666666666667,9500.0,5577.666666666667,3024.2916666666665,0.4578,0.5882,0.3482,UNKNOWN (Panel Blindness / Low Sampling)
DST_0187,Howrah,West Bengal,4850029,63,37,High,8157,0,187,Howrah,16.594583333333333,769,2.4806451612903224,310,2170,2170,361,383,44.74200051174952,7.443254463014551,7.896859998156712,0.2759,2532.5833333333335,5875.625,8157.0,5875.625,2532.5833333333335,0.569,0.5696,0.4094,UNKNOWN (Panel Blindness / Low Sampling)
DST_0189,Paschim Medinipur,West Bengal,5913457,12,88,Low-Medium,5724,0,189,Paschim Medinipur,40.53,79984,13.915100904662491,5748,2103,2103,398,317,35.56295412311276,6.7304116695192,5.360654520697453,0.3306,1836.4583333333333,3330.9583333333335,5724.0,3330.9583333333335,1836.4583333333333,0.4487,0.5112,0.4036,UNKNOWN (Panel Blindness / Low Sampling)
DST_0190,Purba Medinipur,West Bengal,5095875,12,88,Medium,4932,0,190,Purba Medinipur,48.213750000000005,73905,12.64846825260996,5843,1884,1884,331,311,36.97107954963573,6.495449751024112,6.102975445826281,0.2399,1624.5833333333333,2862.0833333333335,4932.0,2862.0833333333335,1624.5833333333333,0.4324,0.5402,0.3513,UNKNOWN (Panel Blindness / Low Sampling)
DST_0191,Purba Bardhaman,West Bengal,4835532,40,60,Medium-High,6576,0,191,Purba Bardhaman,47.430416666666666,93847,16.155448442072647,5809,1836,1836,319,327,37.96893495896625,6.596999047881392,6.7624410302734015,0.4559,2076.2083333333335,3995.375,6576.0,3995.375,2076.2083333333335,0.4803,0.5836,0.4565,UNKNOWN (Panel Blindness / Low Sampling)
DST_0193,Nadia,West Bengal,5167600,28,72,Medium,6159,0,193,Nadia,41.77583333333333,74903,12.790812841530055,5856,2004,2004,326,372,38.78009133833888,6.308537812524189,7.198699589751529,0.2765,2100.6666666666665,3635.8333333333335,6159.0,3635.8333333333335,2100.6666666666665,0.4222,0.5572,0.3608,UNKNOWN (Panel Blindness / Low Sampling)
DST_0195,Malda,West Bengal,3988845,14,86,Low-Medium,3972,0,195,Malda,48.248333333333335,84491,14.276951672862454,5918,1672,1672,278,239,41.9168957430033,6.9694360146859555,5.99170937953217,0.4022,1351.125,2334.5,3972.0,2334.5,1351.125,0.4212,0.6161,0.4052,UNKNOWN (Panel Blindness / Low Sampling)
DST_0197,Darjeeling,West Bengal,1846823,39,61,Medium-High,2485,0,197,Darjeeling,51.376666666666665,86689,15.953073242546926,5434,825,825,124,135,44.67130851196894,6.714233036950483,7.309850483776735,0.5276,792.875,1511.2083333333333,2485.0,1511.2083333333333,792.875,0.4753,0.5656,0.4907,UNKNOWN (Panel Blindness / Low Sampling)
DST_0198,Kalimpong,West Bengal,251642,28,72,Medium,299,0,198,Kalimpong,36.348333333333336,3721,10.481690140845071,355,114,114,17,12,45.302453485507186,6.755629028540546,4.768679314263914,0.2629,91.875,172.29166666666666,299.0,172.29166666666666,91.875,0.4667,0.5329,0.3751,UNKNOWN (Panel Blindness / Low Sampling)
DST_0199,Alipurduar,West Bengal,1491250,18,82,Low-Medium,1568,0,199,Alipurduar,27.555000000000003,4269,2.7506443298969074,1552,694,694,131,127,46.53813914501257,8.784576697401508,8.516345347862531,0.4254,130.20833333333334,328.6666666666667,1568.0,328.6666666666667,130.20833333333334,0.6038,0.6585,0.4711,UNKNOWN (Panel Blindness / Low Sampling)
